"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"1";12,9;40,74;2,4;0,14;0,86;8,35;67,98;5,74;8,03;60,99;0,68;2,16;3,16;12,9;68,33;18,88;NA;NA;0;0;0;7,88;17,48;1,21;0,24;0,85;5,85;55,7;5,69;9,42;47,77;0,55;1,22;2,22;7,88;54,93;14,34;NA;NA;0;0;0;8,18;21,7;1,98;0,05;4,2;26,42;88,01;8,26;1,99;44,26;0,62;1,65;2,65;8,18;62,32;15,88;0,95;NA;0;0;0
"2";0,9;2,91;0,91;0,01;1,45;1,45;194,86;0;251,13;0;0,69;2,24;3,24;0,9;69,09;1,3;NA;NA;0;0;0;-0,03;-0,14;NA;0,01;1,27;1,27;364;NA;284,17;NA;0,79;3,75;4,75;-0,03;78,94;-0,04;NA;NA;0;0;0;22,19;66,88;NA;0,01;1,5;1,5;364;NA;240,54;NA;0,67;2,01;3,01;22,19;66,82;33,21;NA;NA;0;0;0
"3";0;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;NA;0;NA;NA;41,76;41,76;NA;NA;NA;NA;858,62;NA;NA;NA;NA;NA;1;41,76;0;NA;NA;NA;0;0;0
"4";0;NA;0;0,23;0,4;0,99;134,28;22,43;132,44;80,47;1;NA;NA;21,29;100;0;0;27799,86;0;7,83;48,21;0;NA;0;0,16;0,33;1;116,81;18,88;115,49;78,66;1;NA;NA;24,85;100;0;NA;23460,71;0;7,98;58,98;0;NA;0;0,15;0,35;0,94;112,08;21,5;109,77;65,22;1;NA;NA;24,53;100;0,43;0,01;NA;0;3,75;28,71
"5";22,53;25,74;23,4;1,44;8,02;8,02;379,01;306,23;46,55;0;0,12;0,14;1,14;46,54;12,45;180,95;NA;NA;0;24,92;46,28;-5,75;-6,6;NA;0,15;7,83;7,83;NA;NA;NA;NA;0,13;0,15;1,15;-5,75;12,78;-45,04;NA;NA;0;NA;0;8,03;9,35;30,43;0,61;7,1;7,1;1379,32;1247,59;192,2;NA;14,09;16,4;1,16;8,03;14,09;57;NA;NA;0;0;0
"6";0,01;0,33;0;0,26;0,66;1,05;139,38;52,5;131,31;51,82;0,96;25,75;26,75;32,27;96,26;0,01;NA;11673,5;0;12,32;101,53;0,12;5,24;0,05;0,18;0,79;1,03;152,55;90,29;146,81;34,85;0,98;41,87;42,87;9,31;97,67;0,13;NA;7638,33;0;3,85;99,62;3,05;62,94;0,93;0,18;0,82;1,05;111,49;67,85;104,86;24;0,95;19,65;20,65;14,1;95,16;3,2;NA;NA;0;2,45;53,8
"7";23,37;40,34;13,49;1,63;2,34;2,38;210,73;61,73;87,44;3,63;0,42;0,73;1,73;23,37;42,07;55,55;NA;NA;0;0;0;18,76;29,98;11;1,71;2,61;2,67;213,43;70,66;78,96;5,16;0,37;0,6;1,6;18,76;37,41;50,16;NA;NA;0;0;0;8,1;11,09;13,16;3,38;3,62;3,71;591,54;38,79;157,59;14,23;0,27;0,37;1,37;8,1;26,94;30,07;NA;NA;0;0;0
"8";30,18;94,33;5,89;0,14;0,99;1,45;71,28;38,68;45,72;21,48;0,68;2,12;3,13;81,17;68,01;48,42;7,51;31406,67;0;9,96;54,5;14,2;90,71;5,79;0;0,46;0,91;148,36;47,31;98,09;46,56;0,84;5,34;6,39;54,4;84,35;20,41;0,68;24807,08;10,92;16,39;62,62;20,77;95,6;9,23;0,07;0,83;1,04;161,71;81,15;99,35;22,22;0,78;3,6;4,6;50,81;78,26;30,6;1,04;NA;13,1;9,64;36,03
"9";8,21;26,21;1,8;0,28;0,55;1,77;80,06;9,95;23,8;45;0,69;2,19;3,19;67,92;68,66;24,26;2,81;45350;34,62;13,1;70,42;11,42;28,13;2,47;0,5;0,82;2,08;78,66;10,86;26,95;43,13;0,59;1,46;2,46;71,4;59,39;32,47;5,4;49458,5;15,9;12,96;69,65;22,27;36,03;4,63;1,24;1,69;3,42;75,72;9,56;21,85;36,61;0,38;0,62;1,62;76,71;38,19;72,89;21,86;NA;5,93;11,33;60,09
"10";-20,92;-20,92;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;NA;0;NA;NA;27,09;29,33;NA;13,09;13,09;13,09;1048,15;NA;79,2;NA;7,64;8,27;1,08;27,09;7,64;354,55;NA;NA;0;0;0
"11";58,15;79,51;25,7;2,45;3,8;3,8;161,35;51,92;38,45;0;0,27;0,37;1,37;81,99;26,87;232,49;9,24;NA;0;10,54;23,32;7,24;9,13;NA;0,22;4,97;4,97;358,89;316,9;42,34;NA;0,2;0,25;1,26;38,82;20,12;57;12,34;NA;6,85;23,06;48,62;19,47;27,92;NA;0,54;3,67;3,67;266,28;193,37;39,97;NA;0,3;0,43;1,43;45,05;29,8;76,95;7,1;NA;8,22;13,71;31,1
"12";2,21;6,96;1,28;2,12;2,12;2,12;145,45;NA;98,2;NA;0,68;2,16;3,16;32,88;68,3;3,23;NA;NA;0;17,78;87,54;4,53;11,78;2,62;2,43;2,43;2,44;210,19;NA;85,04;1,22;0,64;1,67;2,6;63,73;64,28;7,05;NA;NA;0;34,18;254,02;3,35;10,57;3,2;2,46;2,91;2,93;347,91;5,23;117,57;1,65;68,28;215,24;3,15;39,97;68,28;4,91;NA;NA;0;35;184,94
"13";3,05;64,33;0,76;0,27;0,59;0,99;90,97;21,88;75,95;30,97;0,95;20,07;21,08;30,39;95,26;5,39;0,93;25176,33;8,78;6,81;78,09;16,55;89,96;3,19;0,15;0,51;1,06;70,19;17,67;52,71;31,25;0,82;4,43;5,44;52,31;81,6;23,08;1,36;30248,5;4,35;6,9;58,43;21,21;92,98;4,38;0,25;0,58;1,13;75,22;16,15;56,13;30,92;0,77;3,38;4,38;51,81;77,19;30,06;2,13;NA;0;4,51;35,37
"14";40,94;41,18;8,15;NA;NA;NA;72,66;58,18;0;0;0,01;0,01;1,01;68,75;0,6;7520,19;9,55;14708,4;0;5,54;33,35;50,03;-73,29;7,13;0,27;0,48;0,48;51,91;9,79;85,39;0;1,68;-2,46;-1,46;137;168,27;35,95;-3,68;11461,8;0;12,4;49,15;-4,83;26,21;-2,86;0,05;0,82;0,82;215,04;193,99;251,9;NA;118,44;-642,23;-5,42;5,43;118,44;-3,2;-7,22;NA;0;6,06;140,38
"15";8,1;8,64;3,79;13,3;15,91;15,91;170,98;27,59;10,54;NA;0,06;0,07;1,07;8,1;6,25;129,56;NA;NA;0;0;0;25,46;30,1;24,62;6,01;6,46;6,46;351,98;23,99;53,66;NA;0,15;0,18;1,18;25,46;15,41;165,17;NA;NA;0;0;0;9;9,71;NA;12,94;13,51;13,51;549,83;22,89;40,07;NA;0,07;0,08;1,08;9;7,37;122,09;NA;NA;0;0;0
"16";-3;18,18;-28,9;0,05;0,07;0,12;3517,44;30,36;1505,42;78,8;1,16;-7,06;-6,06;0,38;116,5;-2,57;0,6;1247,5;0;32,53;445,89;-3,73;18,02;-30,23;0,05;0,07;0,08;2946,79;28,36;1324,34;19,21;1,21;-5,83;-4,83;-0,94;120,72;-3,09;0,57;470;0;22,59;950,21;-1,25;-5,62;-8,08;0,14;0,35;0,55;2352,54;23;110,25;22,28;0,78;3,5;4,5;2,56;77,75;-1,61;0,98;NA;0;18,23;111,14
"17";-62,05;-76,99;-159,11;12,25;13,08;13,08;889,71;58,2;70,31;NA;0,19;0,24;1,24;-0,2;19,4;-319,85;NA;65;0,03;158,6;3335,38;28,81;29,49;NA;47,66;47,66;47,66;344,74;NA;6,74;NA;0,02;0,02;1,02;28,06;2,29;1256,38;NA;NA;0,12;-0,02;-0,08;47,66;55,45;NA;1,46;3,61;3,61;162,6;48,27;22,45;NA;0,14;0,16;1,16;107,84;14,04;347;1,74;NA;0;19,14;38,82
"18";15,6;22,17;4,87;0,55;2,71;3,54;113,94;66,76;30,91;25,75;0,3;0,42;1,42;31,58;29,63;55,3;25,66;26886,33;0;4,99;43,17;16,21;22,14;5,42;0,63;3,11;3,95;121,78;74,06;29,89;25,45;0,27;0,37;1,37;31,84;26,77;62,47;36,91;32407,83;0;5,23;41,12;18,15;22,27;6,95;0,75;4,58;5,38;139,3;89,87;24,98;19,84;0,19;0,23;1,23;29,68;18,51;100,8;39,45;NA;0;3,11;22,24
"19";0,68;16,71;0,86;0,48;0,95;1,05;460,65;191,65;412,26;40,51;0,96;23,45;24,45;0,68;95,91;2,12;1,81;NA;0;0;0;0,06;1,49;0,09;0,78;0,91;1,02;531;65,15;499,17;55,5;0,96;23,86;24,86;0,06;95,98;1,69;1,46;NA;0;0;0;1,33;29,29;NA;0,71;0,92;1,01;2876,56;543,89;2575,38;236,06;0,91;20,15;22,08;3,6;91,26;3,15;0,61;NA;0;13,31;48,72
"20";-80,71;1545,09;-548,31;0,81;0,95;0,95;1107,4;360;2573,54;NA;1,05;-20,14;-19,14;-80,71;105,22;-76,7;NA;NA;0;0;0;-514,01;90,88;NA;0,15;0,15;0,15;NA;NA;NA;NA;6,66;-1,18;-0,18;-514,01;665,57;-77,23;NA;NA;0;NA;0;34,57;6876;17,82;0,62;0,62;1,22;187,66;NA;152,2;90,69;0,99;197,92;198,92;34,57;99,5;34,74;NA;NA;0;0;0
"21";67,05;80,92;41,18;5,2;5,85;5,85;224,18;24,56;37,81;NA;0,17;0,21;1,21;75,93;17,14;391,26;NA;16546;0;5,45;9,66;28,11;43,39;33,22;0,13;2,14;2,14;430,23;300,54;149,55;0,02;0,35;0,54;1,54;44,54;35,23;89,84;2,62;24209;0;19,42;27,63;30,23;41,71;NA;2,55;3,23;3,23;463,59;85,52;125,53;0;0,28;0,38;1,38;50,48;27,52;126,66;6,29;NA;0;18,48;22,14
"22";0;-0,01;0;0,22;0,85;1,31;113,05;46,45;73,64;34,7;1,08;-14,12;-13,12;24,5;107,62;0,04;2,79;12292,67;24,28;7,59;92,92;1,55;132,08;0,58;0,13;0,4;0,77;135,54;28,14;104,53;38,6;0,99;84,41;85,41;21,78;98,83;1,6;0,55;15899,38;13,91;7,53;83,64;2,72;65,88;0,8;0,17;0,55;0,94;106,89;36,96;87,47;38,48;0,94;22,78;24,24;29,36;93,98;2,91;0,4;NA;10;5,62;62,24
"23";57,96;90,12;16,61;0,64;1,66;3,08;104,62;NA;29,91;42,81;0,36;0,55;1,55;109,08;35,69;170,74;7,96;60224,2;4,2;14,65;40,58;7,19;45,02;2,64;0,34;0,71;1,12;133,47;13,79;106,84;44,16;0,84;5,26;6,26;49,73;84,04;11,91;3,39;28732,8;1,78;15,6;74,6;38,33;82,41;13,14;1,01;1,23;1,81;124,74;NA;64,76;37,47;0,53;1,15;2,15;82,69;53,49;76,39;20,37;NA;0;11;33,36
"24";-0,65;-49,69;-0,72;0,1;0,48;0,62;401,94;86,31;214,08;31,8;0,99;74,88;75,88;10,54;98,68;2,43;0,67;23250,5;44,19;12,33;73,42;0,31;17,85;0,27;0,05;0,4;0,54;317,11;67,78;189,81;29,32;0,98;56,9;57,9;10,86;98,27;4,74;0,56;24724;37,2;9,19;60,43;1,29;43,28;1,25;0,03;0,16;0,25;353,74;44,33;246,11;30,32;0,97;32,64;33,64;13,81;97,03;5,91;0,04;NA;26,19;8,67;43,08
"25";0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;NA;0;NA;NA;2,11;2,23;14,25;19,28;19,28;19,28;2455,64;NA;126;NA;0,05;0,06;1,06;14,19;5,24;40,28;NA;800;0;81,5;81,5;19,39;23,89;19,46;5,36;5,36;5,36;365,28;NA;67,36;NA;0,19;0,23;1,23;49,55;18,81;103,08;NA;NA;0;30,27;43,05
"26";NA;NA;-3,64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,64;134,96;-6,99;100;-2,04;0,14;-1;-1;106,46;-129,35;112,65;NA;1,07;-15,31;-14,31;-5,34;106,99;11,1;-0,03;NA;0;0,48;10,45;-42,29;-327,44;NA;0,58;0,56;1,15;195,51;-4,39;168,39;99,38;0,87;6,74;7,74;-42,29;87,09;-48,56;NA;NA;0;0;0
"27";0,21;0,51;0,07;0,12;0,41;0,92;116,35;4,28;39,22;26,32;0,6;1,47;2,47;39,4;59,52;5,08;0,92;9932,31;12,85;12,49;88,03;1,32;3,08;0,4;0,12;0,36;0,91;110,08;5,55;35,72;26,68;0,57;1,33;2,34;43,76;57,19;7,68;0,92;10470,67;12,6;12,84;86,72;0,99;2,15;0,28;0,13;0,36;0,94;102,48;5,22;33,64;24,11;0,53;1,14;2,17;47,77;52,78;8,02;0,92;6366,75;7,63;9,08;61,54
"28";-7,22;64,42;-7,46;0,02;0,11;0,72;377,24;39,09;412,26;254,8;1,11;-9,92;-8,93;18,08;111,2;-6,5;-0,55;10106,33;0;26,15;103,27;3,73;42,2;4,72;0,01;0,13;0,93;459,64;48,11;412,35;334,41;0,91;10,29;11,3;25,27;91,15;4,1;0,59;7130,83;0;27,19;79,45;1,42;16,88;2,05;0,03;0,11;0,96;524,83;37,67;473,64;404,97;0,92;10,87;11,87;18,94;91,58;1,55;0,71;NA;0;25,26;86,51
