"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"1";0,47;1,1;1,05;0,07;0,23;0,52;817,07;69,05;419,7;132,51;0,58;1,36;2,36;5,57;57,56;10,59;0,62;9556,27;5,11;11,43;37,78;0,31;0,77;0,79;0,06;0,22;0,64;935,7;91,19;546,76;229,18;0,6;1,5;2,5;5,28;59,93;8,69;0,65;7958,39;0,73;12,78;43,62;0,23;0,6;0,5;0,04;0,17;0,67;798,28;61,86;484,91;246,24;62;163,19;2,63;6,52;62;8,12;0,65;NA;0,39;9,71;34,74
"2";6,44;20,32;6,21;0,8;0,95;1,03;352,23;32,87;214,12;15,48;0,68;2,16;3,16;12,92;68,31;14,46;1,07;18127,5;6,56;6,25;29,41;0,96;2,6;0,67;0,11;1,02;1,13;255,3;117,7;128,32;13,44;0,63;1,71;2,71;9,3;63,12;23,95;1,15;20843,5;0;5,85;30,45;4,08;6,73;1,71;0,93;1,48;1,5;153,15;32,99;59,24;0,71;39,4;65,03;1,65;21,11;39,4;72;1,49;NA;0;5,13;24,67
"3";0,29;1,03;0,06;0;0,57;1,14;74,57;27,56;42,59;27,65;0,72;2,58;3,58;9,42;72,03;32,39;1,36;NA;7,75;1,87;30,91;-5,06;-25,08;-1,61;0,05;0,49;0,51;115,58;40,87;46,32;1,56;0,8;3,95;4,95;0,67;79,82;14,98;0,34;NA;39,18;1,34;42,14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4";4,1;20,68;1,81;0,14;0,53;0,87;160,88;49,08;119,45;42,38;0,8;4,04;5,04;58,06;80,15;15,67;0,64;22078;3,14;23,78;77,75;2,51;13,58;1,41;0,12;0,67;0,67;204,23;41,2;75,55;0,38;0,82;4,41;5,41;12,93;81,52;29,45;0,85;NA;44,11;5,85;24,28;1,23;15,43;1,44;0,41;1,1;1,12;423,37;38,25;7,57;1,11;0,92;11,5;12,5;2,65;92;13,34;1,02;NA;11,44;1,65;7,83
"5";0,03;1,35;0,02;0,2;0,61;1,04;231,85;90,93;156,48;94,82;0,98;51,11;52,11;30,91;98,08;0,03;NA;7989,63;27,19;19,62;98,89;0,06;3,35;0,03;0,4;1,11;1,59;216,65;95,58;59,25;64,96;0,98;58,65;59,65;26,85;98,32;0,06;NA;10113;34,65;15,95;86,75;6,04;72,71;2,39;0,27;1,21;1,44;143,94;92,23;74,6;22,67;0,92;11,04;12,04;38,08;91,69;6,59;NA;NA;16,29;9,25;54,06
"6";6,84;11,12;4,05;0,41;1,35;2,42;215,89;72,85;76,53;83,18;0,38;0,62;1,62;41,47;38,46;25,36;4,95;15285,25;0,17;20,48;72,17;-0,9;-2,16;-0,59;0,17;0,92;1,5;241,43;102,32;135,04;79,14;0,59;1,41;2,41;26,5;58,55;2,9;2,82;14581,67;0,1;18,17;87,02;3,03;8,42;1,92;0,66;2,93;4,74;230,57;77,33;34,03;61,59;0,64;1,78;2,78;34,84;64,02;10,53;2,86;NA;0,02;14,35;58,96
"7";21,68;47,7;8,79;1,65;2,48;2,52;147,94;44,57;53,42;1,76;0,55;1,2;2,2;44,98;54,55;47,81;7,84;29563;16,41;9,44;33,76;3,21;6,38;1,48;1,29;1,88;2,05;168,13;40,96;69,46;11,65;0,5;0,98;1,98;32,74;49,58;20,96;3,96;13752,5;5,91;13,64;66,42;10,7;150,61;6,6;0,26;0,7;0,81;224,38;30,82;70,88;7,61;0,93;13,07;14,07;34,2;92,89;18,43;0,89;NA;0;14,48;48,07
"8";2,59;7,32;1,22;0,53;1,46;1,49;171,66;90,33;63,21;3,03;0,65;1,82;2,82;22,82;64,56;17,97;2,93;NA;20,05;9,51;65,32;2,93;16,23;2,4;0,19;0,98;0,99;298,81;122,37;119,94;2,25;0,82;4,54;5,54;8,63;81,96;8,14;0,99;NA;29,99;4,68;35,41;0,24;1,89;0,37;0,01;0,95;0,95;551,59;327,34;303,42;2,85;0,87;6,81;7,81;1,74;87,2;7,49;0,92;NA;22,32;1,69;9,04
"9";2,74;3,73;8,61;13,96;16,04;16,05;1145,85;25,1;12,02;0,04;0,17;0,23;1,36;2,75;26,57;86,56;1,08;NA;15,67;0,02;0,04;0,67;0,87;1,8;5,47;6,72;6,73;977,09;39,59;31,6;0,04;0,14;0,18;1,29;0,67;22,65;92,48;1,13;NA;10,63;0;0;2;2,33;4,02;1,71;1,96;1,96;732,52;24,77;61,05;0,03;0,14;0,16;1,16;2,07;14,15;109,12;1,19;NA;5,72;0,16;0,49
"10";7,71;12,03;7,63;1,28;4,29;4,46;361,42;237,94;78,97;13,53;0,36;0,56;1,56;58,31;35,95;21,77;92,58;41711,28;0,03;50,11;78,81;25,85;64,25;20,37;3,3;4,54;4,75;286,88;72,04;58,26;12,55;0,6;1,49;2,49;74,57;59,76;43,53;29,46;55543,94;0;38,4;59,43;4,79;8,62;4,3;3,42;7,11;7,62;326,84;149,08;40,32;20,32;0,44;0,8;1,8;69,03;44,37;13,93;15,02;23623,69;0;42,47;65,79
