"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"1";0,02;0,91;0,96;0,94;1,02;1,02;17959,52;1443,89;17376,62;0;0,98;45,88;46,88;1,77;97,87;0,02;NA;6624;0;86,55;97,99;1,45;20,71;21,08;1;1,08;1,08;5276,75;363,68;4846,37;NA;0,93;13,25;14,25;6,27;92,98;1,56;NA;NA;0;69,84;71,15;1,51;15,12;17,86;1,02;1,11;1,11;4314,06;367,66;3834,43;NA;0,9;9,03;10,03;7,73;90,03;1,67;NA;NA;0;73,74;75,26
"2";0,89;0,91;1,75;41,89;41,89;41,89;205,78;NA;17,01;NA;0,03;0,03;1,03;6,03;2,85;31,08;NA;327;0;10,17;81,65;24,07;26,89;13,36;10,49;10,52;10,52;202,09;0,6;19;NA;0,11;0,12;1,12;37,36;10,5;229,14;NA;NA;0;7,38;29,36;17,4;19,41;14,87;9,92;10,77;10,77;311,19;24,29;28,35;NA;0,1;0,12;1,12;27,83;10,35;168,05;NA;NA;0,07;8,92;30,96
"3";2,2;44,3;0,87;0,21;1,09;1,09;143,47;109,64;123,62;NA;0,95;19,11;20,13;18,46;95,03;5,19;2,56;6902,64;5,93;6,41;82,81;2,28;21,57;NA;0,07;1,15;1,15;154,13;126,05;116,87;NA;0,89;8,47;9,47;31,67;89,44;7,31;1,83;NA;6,92;9,16;60,65;2,25;10,54;NA;0,07;1,44;1,44;156,75;140,67;102,53;NA;0,79;3,68;4,68;34,73;78,63;7,85;6,62;NA;9,46;10,24;56,79
"4";1,13;1,66;2,35;1,97;2,79;2,79;760,59;194,65;239,55;0,28;0,32;0,48;1,48;8,59;32,33;15,78;6,16;49391,29;0;15,6;37,96;6,06;8,88;11,73;1,85;2,82;2,83;704,59;211,14;217,8;0,23;0,32;0,46;1,46;12,79;31,74;28,07;5,9;NA;0;9,34;26,89;9,76;13,44;15,29;2,35;3,34;3,34;570,1;148,75;151,52;0,19;0,27;0,38;1,38;17,93;27,39;45,3;7,13;NA;0;9,14;24,39
"5";5,61;5,73;4,74;47,17;47,17;47,17;307,7;NA;6,45;NA;0,02;0,02;1,02;5,61;2,12;264,57;NA;NA;0;0;0;21,63;23,06;5,05;6,62;16,18;16,18;84,95;49,66;5,19;NA;6,18;6,59;1,07;21,63;6,18;350;NA;NA;0;0;0;3,13;21,69;4,43;0,26;1,17;1,17;514,63;396,26;435,45;NA;85,56;592,3;6,92;3,13;85,56;3,66;NA;NA;0;0;0
"6";13,69;17,24;7,4;4,83;4,83;4,83;196,73;NA;40;NA;0,21;0,26;1,26;13,69;20,56;66,6;NA;NA;0;0;0;12,68;19,36;5,39;1,8;2,9;2,9;154,64;58,29;52,72;NA;0,34;0,53;1,53;12,68;34,47;36,8;NA;NA;0;0;0;6,84;10,42;3,16;2,46;2,91;2,91;168,13;25,49;57,14;NA;0,34;0,52;1,52;6,84;34,36;19,91;NA;NA;0;0;0
"7";-0,08;-1,88;-0,05;0,04;1;1;211,29;168,89;175,4;NA;0,96;21,24;22,24;36,31;95,5;1,73;1,02;NA;0;21,12;94,39;0,1;1,41;0,08;0;1,04;1,04;293,31;241,19;233,3;NA;0,93;13,55;14,55;33,58;93,13;7,86;1,18;NA;0;26,98;76,45;0,43;6,92;0,34;0,03;1,05;1,05;282,98;250,4;244,44;NA;0,94;15;16;21,3;93,75;6,98;1,6;NA;0;16,22;71,21
"8";35,2;828,86;86,17;0,36;0,47;0,47;815,17;97,78;843,84;NA;95,75;2254,72;23,55;35,2;95,75;39,94;0,08;NA;0;0;0;19,54;85,78;68,66;0,69;0,78;0,78;1279,07;94,58;976,89;NA;77,22;339,04;4,39;19,54;77,22;28,31;0,58;NA;0;0;0;12,28;37,69;60,45;0,64;0,69;0,69;1791,26;55,79;1194,12;NA;67,4;206,79;3,07;12,28;67,4;23,34;0,61;NA;0;0;0
"9";-36,48;90,82;-14,27;-0,13;0,14;0,15;142,4;48,58;179,31;1,56;1,4;-3,49;-2,49;6,75;140,17;-14,8;-0,41;2567,11;9,22;16,91;218,99;0,46;0,87;NA;-0,23;0,89;0,92;167,26;65,99;59,03;1,69;0,47;0,89;1,89;45,79;47,07;28,28;0,96;NA;5,98;15,48;54,89;2,38;4,31;NA;0,05;0,97;0,97;136,08;38,74;42,06;NA;0,45;0,81;1,81;56,99;44,84;15,63;0,97;NA;7,49;15,14;58,56
"10";-3,45;-5,42;-25,7;2,38;2,75;2,75;939,96;360;978,12;NA;0,36;0,57;1,57;-3,45;36,42;-9,46;NA;NA;0;0;0;8,96;21,58;2,74;0,92;0,95;1,82;111,5;1,73;60,49;52,62;0,58;1,41;2,41;8,96;58,48;15,32;NA;NA;0;0;0;12,6;15,03;2,95;4,37;6,69;7,64;85,1;24,25;11,01;10,48;0,16;0,19;1,19;12,6;16,19;77,82;NA;NA;0;0;0
