"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"1";-139,96;-131,91;-39,15;-14,85;-16,39;-16,39;86,16;9,42;-6,15;NA;-0,06;-0,06;0,94;-66,98;-6,1;2293,55;NA;NA;0;20,42;-134,7;-17,81;-17,81;-72,93;NA;NA;NA;1490,2;NA;NA;NA;NA;NA;1;-16,17;0;NA;NA;NA;0;6,71;-9,71;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;0;NA;NA;NA;0;NA;NA
"2";0;NA;0;0,25;0,41;0,96;127,72;20,27;126,26;71,44;1;NA;NA;17,02;100;3,02;0,01;32544,83;0;5,97;40,9;0;NA;0;0,18;0,38;0,99;129,8;25,38;128,35;79,72;1;NA;NA;17,7;100;3,09;0,07;29387,14;0;6,31;39,42;0;NA;0;0,23;0,4;0,99;134,28;22,43;132,44;80,47;1;NA;NA;21,29;100;0;0;27799,86;0;7,83;48,21
"3";0,28;7,22;0,14;0,22;0,77;1,1;187,66;92,65;168,01;56,74;0,96;25,03;26,03;27,8;96,16;0,29;NA;9928,75;0;14,19;98,45;0,01;0,35;0;0,29;0,76;1,08;114,62;49,44;105,34;33,67;0,96;24,5;25,5;39,61;96,08;0,69;NA;NA;0;12,47;100,4;0,01;0,33;0;0,26;0,66;1,05;139,38;52,5;131,31;51,82;0,96;25,75;26,75;32,27;96,26;0,01;NA;11673,5;0;12,32;101,53
"4";28,91;94,77;9,6;0,46;1,08;1,38;120,82;49,59;80,57;24,59;0,69;2,28;3,28;60,78;69,5;53,7;5,13;NA;0;10,58;41,7;33,93;94,48;9,25;0,19;0,96;1,56;99,26;44,01;57,71;35,2;0,64;1,78;2,78;83,26;64,09;64,57;5,43;NA;0;13,45;48,35;30,18;94,33;5,89;0,14;0,99;1,45;71,28;38,68;45,72;21,48;0,68;2,12;3,13;81,17;68,01;48,42;7,51;31406,67;0;9,96;54,5
"5";17,38;78,25;4,49;0,52;0,65;1,35;93,97;8,79;67,9;47,99;0,78;3,5;4,5;72,02;77,8;28,11;17,84;NA;0;14,11;69,03;5,26;26,76;1,85;0,26;0,47;1,37;128,26;14,64;71,12;65,37;0,8;4,09;5,09;39,34;80,36;17,15;1,81;NA;20,64;12,01;63,24;8,21;26,21;1,8;0,28;0,55;1,77;80,06;9,95;23,8;45;0,69;2,19;3,19;67,92;68,66;24,26;2,81;45350;34,62;13,1;70,42
"6";30,54;79,29;20,54;0,43;1,56;1,56;108,27;134,7;120,16;0;0,61;1,6;2,6;38,78;61,49;50,73;2,2;NA;0;5,54;17,09;46,33;90,05;12,67;1,28;2,21;2,21;99,52;28,91;31,16;NA;0,49;0,94;1,94;88,51;48,56;112,87;2,26;NA;0;11,53;37,98;58,15;79,51;25,7;2,45;3,8;3,8;161,35;51,92;38,45;0;0,27;0,37;1,37;81,99;26,87;232,49;9,24;NA;0;10,54;23,32
"7";0,81;24,28;1,21;0,18;0,57;1,21;543,52;82,32;283,98;182,24;0,97;29,02;30,02;8,42;96,67;1,79;1,36;NA;33,71;11,36;73,76;2,39;53,9;0,64;0,17;0,52;1,01;98,06;22,51;75,53;37,76;0,96;21,56;22,56;30,79;95,57;5,13;1,03;NA;16,38;7,65;80,41;3,05;64,33;0,76;0,27;0,59;0,99;90,97;21,88;75,95;30,97;0,95;20,07;21,08;30,39;95,26;5,39;0,93;25176,33;8,78;6,81;78,09
"8";-44,68;66,34;-17,27;0,12;0,84;0,84;140,66;108,54;149,37;0;1,67;-2,48;-1,48;-18,22;167,35;-16,67;-6,24;NA;0;10,22;12694,41;29,41;-33,9;7,43;0,21;0,73;0,73;91,91;55,97;108,78;NA;1,87;-2,15;-1,15;59,64;186,77;17,59;-6,51;NA;0;7,63;50,76;40,94;41,18;8,15;NA;NA;NA;72,66;58,18;0;0;0,01;0,01;1,01;68,75;0,6;7520,19;9,55;14708,4;0;5,54;33,35
"9";-11,06;205,38;-209,29;0,05;0,1;0,14;6888,34;122,37;2310,54;72,99;1,05;-19,57;-18,57;-8,57;105,38;-10,49;0,69;NA;0;47,03;-29,81;-8,75;64,43;-85,69;0,03;0,08;0,11;3565,09;63,29;1534,89;56,06;1,14;-8,36;-7,36;-4,04;113,58;-7,7;0,59;NA;0;46,14;-23,01;-3;18,18;-28,9;0,05;0,07;0,12;3517,44;30,36;1505,42;78,8;1,16;-7,06;-6,06;0,38;116,5;-2,57;0,6;1247,5;0;32,53;445,89
"10";29,88;39,76;7,29;0,32;3,04;3,93;88,84;59,03;21,68;19,49;0,25;0,33;1,33;46,27;24,83;125,87;38,99;35676,4;0;4;29,2;30,69;37,37;8,13;0,64;3,63;4,7;96,45;58,38;19,52;21,08;0,18;0,22;1,22;46,76;17,88;176,33;26,37;41942;0;4,26;28,63;15,6;22,17;4,87;0,55;2,71;3,54;113,94;66,76;30,91;25,75;0,3;0,42;1,42;31,58;29,63;55,3;25,66;26886,33;0;4,99;43,17
"11";-1;35,92;-0,32;0,47;0,69;0,97;117,69;23,46;118,75;34,25;1,03;-37,03;-36,03;22,68;102,78;-0,02;-4,66;NA;0;7,65;90,63;-4,84;67,01;-1,76;0,33;0,73;1,05;132,25;43,68;109,37;36,38;1,07;-14,84;-13,84;17,23;107,23;-4,15;1,39;NA;22,74;8,02;98,91;0;-0,01;0;0,22;0,85;1,31;113,05;46,45;73,64;34,7;1,08;-14,12;-13,12;24,5;107,62;0,04;2,79;12292,67;24,28;7,59;92,92
"12";24,41;42,17;6,12;0,94;1,78;2,44;91,32;30,66;36,5;24,13;0,42;0,73;1,73;116,94;42,11;64,78;71,85;NA;0;23,21;75,49;53,78;82,97;16,29;1,3;2,35;3,4;110,26;NA;26,79;28,34;0,35;0,54;1,54;108,94;35,19;154,81;4,66;NA;8,35;16,71;45,02;57,96;90,12;16,61;0,64;1,66;3,08;104,62;NA;29,91;42,81;0,36;0,55;1,55;109,08;35,69;170,74;7,96;60224,2;4,2;14,65;40,58
"13";0,54;20,27;0,39;0,08;0,83;0,96;259,68;186,27;247,4;32,07;0,97;36,47;37,52;26,28;97,33;1,26;0,42;NA;0;18,36;96,13;1,47;34,16;0,78;0,01;0,65;0,85;191,37;115,25;179,58;36,07;0,96;22,16;23,17;28,65;95,68;2,05;0,26;NA;0;14,29;94,17;-0,65;-49,69;-0,72;0,1;0,48;0,62;401,94;86,31;214,08;31,8;0,99;74,88;75,88;10,54;98,68;2,43;0,67;23250,5;44,19;12,33;73,42
"14";0,14;0,38;0,05;0,11;0,43;0,93;126,52;4,39;49,45;30,31;0,61;1,61;2,61;35,94;61,74;4,46;0,93;NA;14,2;12,44;94,75;-0,75;-1,94;-0,25;0,13;0,46;0,97;120,89;4,35;42;26,7;0,61;1,58;2,59;38,23;61,43;3,07;0,95;NA;13,22;12,95;94,68;0,21;0,51;0,07;0,12;0,41;0,92;116,35;4,28;39,22;26,32;0,6;1,47;2,47;39,4;59,52;5,08;0,92;9932,31;12,85;12,49;88,03
"15";4,42;37,98;6,34;0,12;0,2;1,02;522,34;32,3;396,01;328,74;0,88;7,6;8,6;16,46;88,37;5;1,06;8136,67;0;17,28;55,22;-8,33;729,31;-9,77;0,02;0,08;0,81;427,13;26,32;405,89;301,06;1,01;-88,55;-87,55;5,05;101,14;-8,24;0,18;4884,67;0;15,7;102,56;-7,22;64,42;-7,46;0,02;0,11;0,72;377,24;39,09;412,26;254,8;1,11;-9,92;-8,93;18,08;111,2;-6,5;-0,55;10106,33;0;26,15;103,27
