"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"1";0,03;0,06;0,07;0,06;0,24;0,49;968,52;84;429,42;118;0,6;1,5;2,5;5,55;60,07;10,75;0,66;NA;13,51;14,71;44,82;0,36;0,82;0,86;0,04;0,2;0,44;873,17;71,33;394,98;108,05;0,56;1,28;2,28;5,73;56,2;11,66;0,63;9813;9,42;12,87;37,06;0,47;1,1;1,05;0,07;0,23;0,52;817,07;69,05;419,7;132,51;0,58;1,36;2,36;5,57;57,56;10,59;0,62;9556,27;5,11;11,43;37,78
"2";10,68;11,08;12,86;3,52;22,25;26,8;438,14;291,31;15,55;71,61;0,04;0,04;1,04;15,02;3,64;293,68;28,56;NA;0;5,22;23,28;12,88;47,87;10,43;0,08;1,1;1,29;294,68;217,67;212,72;39,46;0,73;2,72;3,72;19,57;73,09;17,63;5,37;NA;0;5,42;28,13;6,44;20,32;6,21;0,8;0,95;1,03;352,23;32,87;214,12;15,48;0,68;2,16;3,16;12,92;68,31;14,46;1,07;18127,5;6,56;6,25;29,41
"3";6,46;17,93;0,7;1,12;1,12;1,12;39,7;-0,03;8,33;0;0,64;1,77;2,77;30,1;63,95;59,46;1,04;NA;0;2,58;32,4;-0,61;-1,48;-0,07;0,96;0,37;0,97;38,77;-6,26;10,76;6,49;0,59;1,41;2,41;25,17;58,55;69,03;0,99;NA;0;2,75;34,22;0,29;1,03;0,06;0;0,57;1,14;74,57;27,56;42,59;27,65;0,72;2,58;3,58;9,42;72,03;32,39;1,36;NA;7,75;1,87;30,91
"4";36,7;55,67;15,58;4,98;6,91;6,91;154,49;27,95;14,46;0,05;0,34;0,52;1,52;38,51;34,07;120,34;2,67;NA;24;0,77;3,41;-9,27;-46,25;-3,41;0,32;0,88;1,17;133,82;49,52;87,54;25,84;0,8;3,99;4,99;6,92;79,96;-1,1;1,54;NA;13,71;5,95;80,89;4,1;20,68;1,81;0,14;0,53;0,87;160,88;49,08;119,45;42,38;0,8;4,04;5,04;58,06;80,15;15,67;0,64;22078;3,14;23,78;77,75
"5";0,12;1,32;0,07;0,18;0,75;1,16;223,9;108,83;142,77;78,8;0,91;10,03;11,03;20,55;90,93;0,13;NA;NA;21,76;12,57;87,49;0,03;0,36;0,02;0,22;0,65;1,14;249,1;92,67;158,68;106,92;0,92;10,82;11,82;25,77;91,54;0,03;NA;NA;23,3;17,61;92,02;0,03;1,35;0,02;0,2;0,61;1,04;231,85;90,93;156,48;94,82;0,98;51,11;52,11;30,91;98,08;0,03;NA;7989,63;27,19;19,62;98,89
"6";13,18;38,64;8,11;0,18;0,72;1,22;224,03;68,58;131,66;68,07;0,66;1,93;2,93;83,65;65,89;30,02;1,38;11757,63;0,39;43,37;77,53;42,08;72,38;14,68;0,15;1,45;2,25;126,97;62,33;47,85;39,38;0,42;0,72;1,72;84,37;41,85;108,09;4,32;26662,42;0,16;14,75;43,57;6,84;11,12;4,05;0,41;1,35;2,42;215,89;72,85;76,53;83,18;0,38;0,62;1,62;41,47;38,46;25,36;4,95;15285,25;0,17;20,48;72,17
"7";23,63;257,31;11,73;0,41;1,05;1,15;180,75;73,84;49,18;11,42;0,88;9,56;10,89;27,24;90,82;34,87;1,25;NA;60,23;1,79;8,5;29,22;138,38;12,61;0,38;1,26;1,29;157,14;94,49;80,04;3,72;0,79;3,74;4,74;51,13;78,89;41,99;2,77;24834;26,54;9,46;31,92;21,68;47,7;8,79;1,65;2,48;2,52;147,94;44,57;53,42;1,76;0,55;1,2;2,2;44,98;54,55;47,81;7,84;29563;16,41;9,44;33,76
"8";0,2;0,55;0,09;0,66;0,91;0,95;167,03;26,41;104,5;4,27;0,63;1,73;2,73;17,62;63,33;13,9;0,92;NA;0;7,99;78,89;2,16;6,87;1,01;0,51;1,42;1,45;169,59;74,15;63,77;2,87;0,69;2,18;3,18;14,72;68,55;15,76;1,77;NA;10,98;5,85;74,72;2,59;7,32;1,22;0,53;1,46;1,49;171,66;90,33;63,21;3,03;0,65;1,82;2,82;22,82;64,56;17,97;2,93;NA;20,05;9,51;65,32
"9";7,95;12;19,27;11;18,91;18,91;882,94;56,41;7,13;0,03;0,23;0,35;1,51;8,13;33,8;94,9;1,05;NA;22,3;0,45;0,77;0,98;1,38;3,02;262,47;470,62;470,71;1120,5;90,03;0,43;0,04;0,19;0,26;1,41;0,98;28,84;76,42;1,1;NA;18,77;0;0,01;2,74;3,73;8,61;13,96;16,04;16,05;1145,85;25,1;12,02;0,04;0,17;0,23;1,36;2,75;26,57;86,56;1,08;NA;15,67;0,02;0,04
"10";24,52;31,61;24,67;5,37;7,2;7,47;366,17;81,86;44,87;12,48;0,19;0,25;1,29;59,21;22,42;139,63;10,87;52487,14;0;34,89;51,42;18,13;22,9;17,01;3,73;7,55;7,89;341,58;161,57;42,29;14,56;0,21;0,26;1,26;61,64;20,84;128,46;101,52;NA;0;40,84;67,12;7,71;12,03;7,63;1,28;4,29;4,46;361,42;237,94;78,97;13,53;0,36;0,56;1,56;58,31;35,95;21,77;92,58;41711,28;0,03;50,11;78,81
