"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"1";4,53;-56,49;5,86;0;0,22;0,74;472,42;0,63;313,98;166,08;1,08;-13,48;-12,48;4,53;108,01;16,27;0,79;NA;40,55;0;0;32,59;119,78;137,22;0;1,05;1,55;1532,44;1,38;708,99;361,16;0,73;2,67;3,67;32,59;72,79;50,5;2,19;NA;25,96;0;0;-0,24;-0,84;-4,04;0;1,4;2;6247,87;166,33;2445,58;1461,63;0,72;2,57;3,57;-0,24;71,95;5,68;2,64;NA;27,25;0;0
"2";62,06;260,75;5998,9;0,01;0,08;6,33;35282,81;322,13;4307,88;27316,05;0,76;3,2;4,2;62,06;76,2;81,45;5,87;NA;52,34;0;0;-31,62;-2498,31;-298,59;0,02;0,01;2,82;3437,22;-6,53;846,23;2408,66;0,99;78,01;79,01;-31,62;98,73;-31,95;3,62;NA;65,44;0;0;-92,08;104,86;-60,23;0;0,34;0,34;238,08;74,36;222,65;NA;1,88;-2,14;-1,14;-92,08;187,81;-48,89;-0,04;NA;74,32;0;0
"3";-3,02;3,38;-2,14;0,02;0,1;0,11;259,43;33,41;464,97;5,17;1,89;-2,12;-1,12;64,44;189,34;5,74;-1,04;4473,68;0;47,95;159,32;-47,11;41,79;-38,72;0;0,2;0,21;299,16;124,32;611,48;1,03;2,13;-1,89;-0,89;0,12;212,72;-20,21;-1,9;1769,03;0;38,81;434,51;-31,58;18,94;NA;0;0,13;0,14;341,64;118,34;883,71;1,42;266,74;-159,97;-0,6;19,69;266,74;-10,25;-2,51;NA;0,06;34,94;135,34
"4";1,68;7,32;1,72;0,01;0,78;1,04;374,07;199,81;229,64;71,86;0,77;3,35;4,35;7,25;77,02;4,54;1,12;9773,76;14,35;5,7;57,37;0,14;0,56;0,33;0;0,69;1,12;854,43;386,17;497,43;248,14;0,75;3,03;4,03;4,59;75,19;2,77;1,12;4126,2;11,09;10,45;104,17;-19,68;-322,9;-39,43;0,01;0,7;0,85;729,29;419,23;539;91,6;93,91;1540,81;16,41;-13,88;93,91;-19,09;0,23;2780,83;10,79;8,46;-40,89
"5";0,82;3,41;0,27;-0,01;0,63;1,22;121,33;53,17;73,3;50,02;0,76;3,15;4,15;49,98;75,93;1,08;2,04;NA;8,18;16,34;105,94;-0,76;-3,44;-0,35;-0,17;0,44;1,58;165,35;53,94;77,37;102,1;0,78;3,53;4,53;47,41;77,91;-0,98;1,82;NA;6,98;21,88;129,64;-659,78;126,18;-95,47;-0,19;0,22;0,22;52,67;87,2;193,34;NA;6,23;-1,19;-0,19;-422,71;622,89;-99,37;-53;NA;39,18;34,3;-58,01
"6";0,12;31,42;0,32;0;1,79;1,79;966,78;944,4;528,52;0,01;0,56;145,06;257,59;2,03;99,61;0,25;0,7;12648,75;0;5,06;158,16;-4,4;115,28;-4,35;0;2,62;2,62;360,33;351,41;133,96;NA;0,39;-10,19;-26,21;-3,05;103,81;-11,24;-2,41;4741,67;0;1,34;198,56;2,93;-27,96;NA;0;0,92;0,92;120,92;116,59;127,34;NA;1,11;-10,58;-9,56;7,89;110,65;2,72;-3,63;NA;0,05;1,24;26,84
"7";-6,96;-17,12;-6,19;0,03;1,39;1,39;324,92;190,64;138,5;0,05;0,59;1,46;2,46;23,38;59,36;-11,68;1,32;4962,83;6,2;27,01;131,57;4,14;7,96;3,04;0,02;1,91;1,91;267,11;172,35;84,1;0,05;0,48;0,92;1,92;44,08;47,94;8,8;1,92;13256,48;6,2;29,3;62,2;4,13;9,31;NA;0,01;1,55;1,55;166,45;84,56;60,19;0,08;55,67;125,58;2,26;48,33;55,67;8,36;1,62;NA;8,76;14;29,92
"8";0,28;4,46;0,13;-0,01;0,96;1,07;160,82;143,77;148,48;16,84;0,94;14,65;15,65;7,32;93,61;0,4;NA;11403;0;3,1;116,33;0,66;14,52;1,28;-0,1;0,94;1,05;708,6;694,65;669,01;73,18;0,95;21,03;22,03;3,52;95,46;0,69;NA;12084,5;0;5,57;73,55;-28,57;178,83;-223,02;0,04;0,79;0,86;2841,11;2451,86;3258,85;224,02;1,16;-7,26;-6,26;-19,75;115,98;-24,64;NA;NA;0;68,85;-44,93
"9";32,89;53,76;18,31;2,36;2,35;2,35;91,31;-0,54;76,36;NA;0,39;0,63;1,63;82,59;38,83;87,05;6,1;NA;0;27,67;54,03;-65,48;160,75;-51,8;0,08;0,23;0,51;288;45,66;293,06;82,16;1,41;-3,45;-2,46;4,42;140,73;-39,77;-0,11;2695;10,68;55,3;305,88;-103,29;50,87;-52,84;0,02;0,36;0,36;186,22;174,91;512,06;NA;3,03;-1,49;-0,49;-54,95;303,04;-27,11;NA;NA;0;24,73;19728,81
"10";0,28;1,34;0,15;0,01;0,98;0,99;188,77;126,77;111,51;1,1;0,77;3,64;4,73;6,34;78,84;5,89;0,85;29501,78;13,09;3,13;43,73;-4,51;-33,91;-2,72;0,01;0,85;0,88;219,32;152,95;159,52;4,81;0,86;6,44;7,51;1,43;86,69;-1,35;0,64;23117;10,01;3,58;58,53;-76,42;160,6;NA;0,01;0,57;0,6;137,69;110,39;169,87;6,49;147,59;-310,15;-2,1;-61,55;147,59;-49,11;-13,7;NA;20,44;4,06;-16,64
"11";-33,23;316,62;-49,96;0,02;0,11;0,19;548,83;47,88;363,15;41,78;1,08;-10,27;-9,53;36,9;110,49;-21,72;-0,12;3020,94;32,3;105,45;339,99;-32,22;49,76;-188,27;0,03;0,54;0,54;2126,75;1117,27;2710,59;NA;1,65;-2,54;-1,54;7,56;164,76;82,25;-0,99;2934,2;0;232,45;602,06;-67,2;31,1;-1767,32;0;0,25;0,25;9572,45;1808,24;22212,45;NA;3,16;-1,46;-0,46;-6,83;316,1;-19,37;-3,3;NA;0;1222,49;2875,72
"12";-307,16;49,57;-154,55;0,02;0,07;0,27;183,65;22,4;433,8;88,22;7,2;-1,16;-0,16;-116,09;719,61;-41,31;-17,6;-3359,25;0;96,14;-234,69;-58,52;4,44;-15,33;0,01;0,12;0,21;95,32;41,08;389,66;37,09;14,19;-1,08;-0,08;204,77;1418,64;-3,52;-106,93;7903,67;0;68,95;90,11;-217,99;3,29;-31,7;NA;0,01;0,04;52,93;10,2;1199,68;32,8;67,33;-1,02;-0,02;-21,82;6733,33;-2,61;-371,29;NA;0;21,02;45,71
