"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"1";-0,38;-2,4;-0,23;-0,02;1,05;1,23;221,16;187,98;175,77;32,07;0,84;5,34;6,34;16,77;84,23;0,04;21,56;NA;0;10,42;119,54;-0,57;-2,03;-0,28;-0,13;1,16;1,51;183,15;151,62;117,9;42,44;0,72;2,59;3,59;30,14;72,11;0,02;33,79;7709,55;0;15,41;158,26;1,65;51,84;0,73;0,06;0,84;1,09;159,85;111,66;104,88;36,39;0,97;30,39;31,39;31,85;96,81;2,12;12,21;17339,39;24,3;13,26;74,32
"2";2,2;32,11;1,76;0,26;0,79;1,2;290,79;85,65;143,59;67,51;0,93;13,61;14,61;27,17;93,16;17,05;1,36;NA;6,35;19,95;67,36;1,97;39;0,9;0,48;0,83;0,83;166,41;53,22;124,91;NA;0,95;18,81;19,81;12,66;94,95;11,78;0,32;NA;16,32;4,87;42,7;-6,57;-409,51;-6,14;0,39;0,71;0,71;340,02;104,91;241,63;NA;0,98;61,3;62,3;6,15;98,39;2,39;0,06;28491;26,44;11,88;67,53
"3";4,79;85,2;5,68;0;0,4;1,06;432,09;159,32;402,83;269,22;0,94;16,8;17,8;14,84;94,38;5,27;11,85;NA;0;11,93;61,56;-3,54;-170,83;-1,87;0;0,38;1,02;192,63;70,36;185,3;119,11;0,98;47,27;48,27;8,86;97,93;-3,39;2,46;16204,1;0;6,54;75,49;-1,3;-277,82;-1,06;0;0,5;1,1;295,08;130,68;261,93;160,57;0,9;191,97;212,9;7,4;99,53;-1,18;0,61;24169,32;0;7,06;62,23
"4";-101,48;148,42;-68,59;0;0,55;0,59;246,02;160,7;251,58;15,47;1,68;-2,46;-1,46;-61,56;168,37;-60,27;-21,31;NA;59,58;26,98;-68,66;-106,5;43,43;-57,34;-0,01;0,3;0,34;196,53;142,9;420,76;20,65;3,45;-1,41;-0,41;-34,8;345,23;-29,93;-49,06;-8856,5;118,11;38,61;-362,27;47,2;-13,48;7,15;0,01;0,28;0,35;55,16;31,37;144,21;11,6;4,5;-1,29;-0,29;138,78;450,14;11,63;NA;34689,33;106,14;13,88;48,6
"5";0,04;21,19;0,04;0;0,24;0,99;375,58;88,57;295,66;281,54;1;574;575;5,81;99,83;0,16;0,17;16506,45;20,22;5,96;61,99;0,3;36,56;0,33;0;0,3;1;403,01;115,02;353,14;279,16;0,99;122,87;123,87;6,27;99,19;0,65;0,78;14184,64;9,8;6,59;76,5;0,82;64,63;1,11;0,01;0,41;1,01;492,01;194,42;427,9;289,56;0,99;77,59;78,59;5,54;98,73;1,19;1,92;16683,95;10,14;6,38;66,97
"6";-20;156,49;-55,86;0;0,05;0,17;1016,64;48,72;869,06;112,18;1,13;-8,83;-7,83;-13,85;112,78;-1,97;0,09;NA;7,71;17,19;78;-16,16;-102,38;-40,09;0;0,08;0,23;905,57;48,59;568,95;92,73;0,84;5,34;6,34;-8,73;84,22;0,91;0,36;10837,5;5,93;18,44;67,19;-2,43;12,42;-6,96;0;0,1;0,2;1042,95;114,36;1136;128,14;1,2;-6,11;-5,11;3,93;119,58;15,27;-0,22;7090,2;6,91;18,22;76,05
"7";-3,14;-15,44;-1,84;0,02;0,11;1,03;213,38;12,75;93,38;143,82;0,8;3,91;4,92;38,42;79,68;0,66;1,01;NA;30,21;24,36;85,05;-9,97;-115,48;-8,75;0,04;0,33;2,07;320,2;35,3;122,91;216,47;0,91;10,58;11,58;28,02;91,37;-7,26;3,04;7121,7;42,87;33,32;99,29;-380,35;108,79;-172,84;0;0,08;0,1;165,41;23,01;331,11;9,33;4,5;-1,29;-0,29;-265,47;449,62;-82,16;-1,37;NA;211,05;52,21;479,63
"8";0,55;2,56;0,32;0,18;1,17;1,28;211,62;63,68;44,39;6,99;0,54;2,51;4,61;41,15;78,32;24,64;0,75;NA;19,86;23,6;82,06;-6,9;-174,05;-2,2;0,03;0,67;0,69;116,06;43,51;57,85;2,06;0,77;19,48;25,21;39,06;96,03;4,35;0,33;NA;23,03;14,62;103,46;-5,25;298,56;-10,4;0;0,61;0,61;721,55;285,06;414,87;NA;0,82;-46,92;-56,92;-1,55;101,76;-6,36;0,21;NA;20,44;7,33;2519,46
"9";3,52;68,44;1,22;0,14;2,35;2,41;126,77;112,06;50,83;3,06;0,47;9,14;19,47;214,41;94,86;7,49;NA;NA;0;73,44;122,09;-3,94;-130,91;-0,78;0,24;1,04;1,06;71,79;53,18;66,82;1,32;0,97;32,21;33,21;287,61;96,99;-4,06;NA;6398,03;0;57,34;111,7;0,19;4,58;0,04;0,72;1,08;1,11;82,16;26,66;35,79;2,04;0,96;22,52;23,52;287,69;95,75;0,2;NA;9280,47;46,15;64,89;97,89
"10";0,01;0,34;0;0,06;0,61;0,81;103,64;42,62;58,06;15,85;0,98;57,89;58,89;5,45;98,3;10,11;0,63;NA;26,36;1,55;29,62;1,61;52,09;0,66;0;0,86;0,93;150,69;104,53;97,27;7,94;0,97;31,43;32,43;7,38;96,92;8,67;0,74;55928,2;20,4;2,38;29,93;-12,12;164,74;-29,78;0,02;0,47;0,53;894,41;405,85;678,02;53,64;1,07;-14,59;-13,59;-8,45;107,36;-6,24;-0,06;-34823;30,5;9,02;-98,98
