"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"1";0,01;0,04;0,01;0,01;0,58;0,79;329,85;60,96;101,02;23,16;0,67;4,9;7,35;9,88;86,39;4,36;0,64;4393,2;19,34;8,95;198,39;0;0,02;0;0,1;0,41;0,51;495,42;39,64;102,8;13,25;0,59;5,15;8,68;6,54;88,48;7,4;0,43;3166,8;17,1;8,9;292,96;-4,96;-68,54;-8,12;0;0,25;0,4;597,66;50,82;158,06;29,21;0,64;8,81;13,82;0,53;92,77;1,16;0,36;1918,35;17,92;8,98;477,56
"2";-8,09;-16,2;-7,19;0,02;0,12;0,26;323,82;10,7;39,83;17,18;0,45;0,91;2;41,22;50,1;4,3;0,65;12123,12;30,94;43,86;90,88;-4,58;-9,28;-3,62;0,01;0,11;0,22;287,68;12,13;51,5;13,11;0,47;0,94;2,03;46,67;50,68;13,21;0,58;12150,17;26,66;40,5;87,96;-14,98;-34,68;-11,7;0,02;0,09;0,16;284,88;10,32;97,7;11,13;0,54;1,24;2,31;40,22;56,79;-5,45;0,48;11117,33;17,21;43,08;94,51
"3";31,75;94,26;16,52;0,03;0,98;0,98;180,04;118,17;124,17;0;0,66;1,97;2,97;47,18;66,32;58,45;0,96;NA;0;8,03;25,02;24,71;62,89;24,02;0,03;0,13;0,13;353,82;21,75;212,25;NA;0,61;1,54;2,55;39,69;60,71;72,88;0,43;NA;0;14,56;23,01;15,89;94,83;36,67;0;0,74;0,74;842,41;485,78;655,57;1,51;0,83;4,97;5,97;21,58;83,24;31,51;0,41;52539,33;0;13,14;16,06
"4";-28,59;62,59;-10,06;0,17;0,53;0,67;128,07;60,96;169,59;24,1;1,46;-3,19;-2,19;81,08;145,67;-18,47;-3,56;NA;7,93;38,59;127,82;7,25;-12,95;2,14;0,19;0,55;0,6;107,26;56,49;154,78;7,8;1,56;-2,79;-1,79;125,51;155,96;6,14;-3,95;NA;7,08;34,85;88,16;-46,65;44,05;-16,09;0,15;0,38;0,4;125,89;58,53;248,63;4,2;2,06;-1,94;-0,94;89,56;205,89;-21,19;-5,23;NA;2,69;46,98;133,36
"5";-81,46;22,73;-6,82;0,14;0,17;0,2;30,49;3,51;137,48;3,84;4,58;-1,28;-0,28;466,2;458,42;-17,23;-48,07;NA;0;45,88;116,05;-3,1;2,12;-0,77;0,01;0,38;0,4;90,12;80,07;217,99;4,23;2,46;-1,68;-0,68;166,82;246,23;-0,86;-73,58;NA;0;42,07;100,55;-57,16;10,81;-24,54;0,12;0,16;0,16;156,71;37,15;964,63;0;6,29;-1,19;-0,19;8,52;628,96;-8,58;-166,84;NA;0;28,2;248,66
"6";0,48;1542,86;0,82;0;0,32;0,93;617,58;190,13;569,61;364,72;1;3192,3;3195,67;18,33;99,97;6,61;0,25;NA;3,81;30,29;55,18;0,03;42,74;0,04;0;0,35;0,93;458,09;152,84;401,39;261,4;1;1486,08;1487,44;18,85;99,93;2,38;0,2;NA;8,91;23,68;53;-37,42;100,33;-52,41;0,01;0,24;0,64;511,23;158,3;598,55;270,11;1,37;-3,68;-2,68;-10,01;137,3;-24,89;-2,54;-7568,19;16,24;38,39;-204,84
"7";-10;-61,4;-17,17;0,03;1;1,11;624,98;215,08;168,19;24,28;0,84;5,14;6,14;10,51;83,72;-2,85;1,05;NA;54,32;35,22;93,5;-5,33;-41,4;-10,1;0,05;1,32;1,47;690,11;235,76;185,49;28,87;0,87;6,77;7,77;10,24;87,13;2,29;1,2;NA;58,26;29,52;64,35;-47,27;164,96;-136,44;0,03;0,46;0,47;1053,6;212,94;487,28;1,88;1,29;-4,49;-3,49;-27,72;128,65;-29,81;0,68;3812,45;80,03;56,43;218,54
"8";24,42;37,79;13,01;0,02;0,73;2,14;193,89;41,01;54,8;84,73;0,35;0,55;1,55;72,11;35,39;90,1;2,07;NA;2,44;25,41;55,33;12,36;19,58;7,52;0,02;0,55;2,14;221,44;39,14;40,91;119,78;0,37;0,58;1,58;57,64;36,88;55,7;2,47;NA;15,4;27,55;63,38;-30,3;-76,88;-40,62;0;0,15;1,31;489,4;31,02;145,4;319,62;0,61;1,54;2,54;11,94;60,59;-34,32;1,67;6376,13;27,69;56,63;197,22
"9";-0,08;-4,19;-0,05;0,01;0,15;0,26;218,51;26,39;174,27;21,91;0,98;52,14;53,14;36,85;98,12;0,01;0,16;NA;17,35;22,17;97,53;-0,59;-16,75;-0,24;0;0,45;0,8;144,22;60,63;92,62;48,43;0,96;27,23;28,23;68,17;96,46;3,58;0,15;NA;30,19;27,25;91,26;-20,77;116,13;-55,45;0,02;0,02;0,57;974,57;6,97;703,22;544,18;1,18;-6,59;-5,59;-17,18;117,88;-12,82;-0,43;NA;28,63;9,57;-33,26
"10";-81,02;146,43;-35,75;0,15;0,43;0,44;160,6;67,42;219,61;0,45;1,55;-2,8;-1,81;21,28;155,33;-45,31;-1,62;NA;12,77;45,14;-290,31;-14,44;17,61;-62,08;0,11;0,38;0,38;1565,06;723,38;2492,57;0;1,82;-2,22;-1,22;-0,81;182;-7,93;-2,48;NA;16,22;58,62;1115,18;-0,03;0,03;-2,43;0,07;0,34;0,34;34729,51;17004,9;57771,38;NA;1,92;-2,09;-1,08;-0,03;192,23;-0,01;-2,48;NA;18,24;0;0
"11";2,68;6,19;2,51;0,07;0,96;1,09;340,84;156,04;176,71;22,98;0,53;1,23;2,31;46,26;56,65;11,52;1,05;NA;0;40,8;79,52;-5,7;-16,05;-6,95;0,03;0,94;1,04;444,28;239,02;264,15;26,72;0,6;1,7;2,82;36,61;64,52;-4;1;NA;0;51,64;99,99;9,85;18,91;9,83;0,29;1,18;1,35;364,22;139,63;156,33;26,67;0,44;0,85;1,92;62,8;47,9;31,24;1,34;NA;0;52,83;73,98
"12";-43,74;104,64;-15,93;0;0,23;0,6;132,57;38,4;148,47;64,16;1,32;-3,16;-2,39;34,73;141,8;-23,62;-1,94;NA;16,29;28,58;165,89;-13,03;117,19;-3,99;0;0,42;0,83;111,43;48,19;96,67;46,59;1,05;-9,43;-9;53,93;111,12;-5,73;-0,77;NA;15,96;20,5;113,64;-120,61;72,08;-12,26;0,03;0,22;0,32;37,11;14,88;80,11;8,33;2,54;-1,52;-0,6;164,7;267,34;-35,87;-5,75;NA;0;29;162,53
"13";-4,87;-34,16;-7,4;0,03;0,92;1,22;552,96;149,15;133,11;50,12;0,86;6,01;7,01;9,91;85,74;1,07;1,09;15220,66;39,7;22,46;67,2;-5,07;-51,01;-7,32;0,03;0,47;1,07;525,79;61,73;104,74;83,72;0,9;9,07;10,07;10,09;90,07;0,59;1,01;14114,7;40,64;21,89;74,99;-27,56;193,9;-65,37;0;0,11;0,34;865,91;58,02;496,65;135,79;1,14;-8,02;-7,04;-12,8;114,21;-20,1;0,44;NA;54,19;35;189,6
"14";1,63;6,44;2,77;0,03;0,5;1,08;618,62;161,19;179,82;201,07;0,65;2,58;3,94;15,89;74,65;17,21;0,91;NA;28,55;24,22;75,28;1,9;6,57;2,52;0,07;0,48;0,92;480,75;112,28;148,91;120,41;0,64;2,21;3,45;15,3;71;16,63;0,78;NA;27,35;17,69;99,85;1,95;7,61;3,48;0,03;0,57;0,96;651,94;216,36;257,53;159,05;0,71;2,78;3,9;12,64;74,36;15,57;0,96;6502,5;22,62;19,09;152,59
"15";-7,41;-18,29;-5,21;0,24;1,33;1,41;255,87;136,85;125,28;9,25;0,59;1,47;2,47;11,44;59,47;-2,07;3,57;NA;0;13,25;84,13;-70,83;-886,73;-60,2;0,05;0,61;0,68;309,4;135,37;242,56;17,18;0,92;11,52;12,52;-37,82;92,01;-62,47;0,89;NA;0;28,06;-350,54;-107,58;113,49;-68,18;0,04;0,21;0,28;231,31;75,2;437,83;28,7;1,95;-2,05;-1,05;-73,83;194,79;-52,61;-14,11;-19413,83;0;21,39;-54,23
"16";1,44;10,29;1,25;0,01;0,78;1,14;317;151,6;167,89;72,14;0,86;6,13;7,15;19,72;86,01;4,71;0,78;14031,33;16,25;15,92;74,49;-8,36;-34,76;-9,32;0,01;0,55;1,08;405,46;136,17;180,6;135;0,75;3,12;4,16;12,74;75,94;-7,02;0,97;9270,06;24,08;23,51;122,34;-115,17;124,19;-87,54;-0,41;0,02;0,21;277,44;128,27;299,24;56,63;1,9;-2,05;-1,08;-78,39;192,74;-56,21;-0,27;-15107,92;10,24;27,96;-65,16
"17";-8,98;113,08;-1,11;0,07;0,8;1;45,09;0,67;37,84;7,52;1,08;-13,59;-12,59;534,51;107,94;-4,67;-0,57;NA;0;67,33;117,55;-12,55;69,93;-2,23;0,01;0,66;0,87;64,66;0,26;65,96;13,74;1,18;-6,57;-5,57;382,82;117,95;-7,89;-2,13;NA;0;70,24;103,28;-0,53;2,64;-0,09;0,01;0,73;0,79;59,26;48,27;67,23;4,31;1,2;-5,99;-4,99;384,93;120,04;2,35;-3,51;NA;0;62,58;104,17
"18";0,67;32,78;0,48;0,12;0,29;1,08;260,3;24,31;122,41;108,24;0,98;47,79;48,79;44,26;97,95;5,35;1,02;NA;5,19;31,17;112,44;-54,17;105,58;-35,94;0,05;0,18;0,68;241,53;21,98;161,11;88,96;1,51;-2,95;-1,95;-3,59;151,31;-27,18;0,51;NA;5,53;33,56;433,83;-245,41;37,51;-78,65;0;0,02;0,08;116,98;13,64;664,67;39,81;7,54;-1,15;-0,15;-200,63;754,17;-9,68;-9,66;NA;24,35;14,35;-62,82
"19";1,94;-28,12;8,47;0,08;0,31;0,36;1587,33;112,96;469,68;23,11;1,07;-15,48;-14,48;10,68;106,9;87,16;0,77;NA;1,07;38,11;243,72;5,76;1555,39;11,76;0,07;0,28;0,66;742,96;65,05;301,38;120,17;1;268,85;269,85;17,59;99,63;7,05;0,79;NA;0,85;24,14;49,41;4,42;93,1;12,42;0,18;0,35;0,83;1026,43;62,93;376,11;189,85;0,95;20,08;21,08;9,38;95,26;58,56;0,9;19756,06;0,84;13,97;39,95
