"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"1";0,09;0,15;0,08;0;1,19;1,68;306,62;151,33;111,93;63,53;0,39;0,64;1,64;19,48;39;17,08;2,47;6782,67;13,42;16,33;90,02;-21,56;-100,15;-24,18;0,01;0,87;0,94;409,28;319,55;346,51;26,16;0,78;3,64;4,64;-4,93;78,47;-23,55;1,86;5186,83;9,48;18,65;125,08;-93,43;113;-108,08;0;0,48;0,48;421,07;391,57;788,8;0;1,83;-2,21;-1,21;-78,87;182,68;-46,07;-11,78;-1863,29;9,48;16,85;-426,96
"2";-62,44;59,49;-33,43;0,01;0,4;0,41;194,9;150,73;388,16;6,11;2,05;-1,95;-0,95;43,29;204,95;-28,09;-6,48;4092,92;0;56,61;249,29;-47,91;30,95;-24,18;0,08;0,36;0,36;184,17;113,43;402,29;0,17;2,55;-1,65;-0,65;85,33;254,81;-15,95;-6,58;1791,86;21,32;67,23;654,21;-31,92;16,21;-53,16;0;0,35;0,35;606,08;555,03;1611,63;NA;2,97;-1,51;-0,51;15,72;296,97;-9,82;-23,77;2102,08;19,42;79,33;201,45
"3";0,42;1,83;0,33;0,03;0,76;0,94;280,99;138,22;171,29;36,31;0,77;3,33;4,33;10,34;76,92;8,92;0,98;NA;13,54;7,66;53,31;0,41;2,62;0,33;0,01;0,87;1;287,58;187,81;203,78;30,52;0,84;5,34;6,34;7,34;84,22;5,12;1;10987,51;11,01;5,46;62,07;-18,69;177,13;-15,17;0,01;0,74;0,77;295,34;214,07;294,76;9,83;1,11;-10,48;-9,48;-12,89;110,55;-14,29;-0,66;-5853,36;8,99;4,7;-116,24
"4";-0,38;-2,4;-0,23;-0,02;1,05;1,23;221,16;187,98;175,77;32,07;0,84;5,34;6,34;16,77;84,23;0,04;21,56;NA;0;10,42;119,54;-0,57;-2,03;-0,28;-0,13;1,16;1,51;183,15;151,62;117,9;42,44;0,72;2,59;3,59;30,14;72,11;0,02;33,79;7709,55;0;15,41;158,26;1,65;51,84;0,73;0,06;0,84;1,09;159,85;111,66;104,88;36,39;0,97;30,39;31,39;31,85;96,81;2,12;12,21;17339,39;24,3;13,26;74,32
"5";4,28;32,06;3,64;0,02;1,08;1,08;309,79;283,74;265,47;NA;0,87;6,49;7,49;4,38;86,65;7,05;2,44;NA;0;0,08;1,45;9,25;75,01;6,64;0,06;0,71;0,72;261,96;146,61;225,62;3,75;0,88;7,11;8,11;22,35;87,67;17,82;0,34;4504,61;0;9,4;42,75;1,13;16,11;1,49;0;0,82;0,82;481,02;357,88;439,44;0,04;0,93;13,24;14,24;20,33;92,98;9,35;0,29;9171,53;0;25,37;73,77
"6";7;85,07;3,32;0;2,29;2,29;172,53;170,47;74,66;NA;0,92;11,16;12,16;11,55;91,78;7,62;NA;NA;0;2,16;81,27;0,06;2,84;0,05;0;3,46;3,46;297,24;293,04;84,75;NA;0,98;46,23;47,23;9,42;97,88;0,06;NA;34277;0;7,62;79,27;-8,49;149,39;-7,43;0;2,25;2,25;318,6;314,92;125,81;NA;1,06;-18,6;-17,6;16,02;105,68;-8,03;NA;9514,8;4,56;21,45;109,7
"7";0,88;2,33;10,73;0,01;0,46;0,51;4424,88;1200,32;2683,41;138,88;0,62;1,63;2,64;4,83;62,05;2,57;0,66;NA;0,01;47,96;75,27;-0,55;-1,47;-12,81;0,01;0,51;0,53;8543,63;2599,93;5243,84;146,02;0,63;1,68;2,69;0,73;62,76;1,84;0,67;15825,5;0,01;29,91;58,79;0,41;1,1;43,83;0,01;0,69;0,72;38766,89;12072,81;17904,47;658,35;0,63;1,68;2,68;0,86;62,69;0,66;0,67;6447,25;0,01;48,14;51,52
"8";2,92;16,21;2,12;0,32;0,85;0,85;264,63;106,7;159,85;NA;0,82;4,56;5,56;19,57;82;9,42;0,9;NA;16,43;12,11;46,41;-265,59;139,1;-30,15;0;0,34;0,34;41,43;40,29;118,74;NA;2,91;-1,52;-0,52;-129,59;290,94;-64,67;NA;11053,44;0;15,44;100,91;0;0;NA;0;0,34;0,34;NA;NA;NA;NA;2,91;-1,52;-0,52;0;290,94;0;NA;NA;0;NA;NA
"9";1,59;9,57;1,11;-0,1;0,55;1,3;254,65;93,66;145,33;111,36;0,8;4,79;6,01;12,87;83,37;3,71;0,83;NA;0;7,89;75,39;35,96;71,33;41,35;-0,56;0,89;2,45;419,75;147,48;101,23;160,14;0,5;0,98;1,98;43,17;49,59;77,29;1,94;NA;0;8,3;64,46;-79,09;-280,91;-125,97;0,02;0,98;1,05;579,75;339,15;185,81;23,99;0,72;2,55;3,55;-67,71;71,85;-88,2;2,82;NA;28,98;18,13;-14,23
"10";0,38;3,32;0,36;0,02;0,77;0,84;345,8;220,22;252,38;19,92;0,89;7,73;8,73;16,52;88,55;4,71;0,5;9038,35;12,47;15,33;101,9;0,1;1;0,1;0,01;0,72;0,76;358,68;219,42;268,79;14,6;0,9;8,92;9,92;15;89,92;4,37;0,36;5399,19;11,44;14,64;174,5;-8,6;-539,08;-10;0,01;0,8;0,84;423,26;319,99;356,5;15,75;0,98;61,66;62,67;3,68;98,4;-5,17;0,16;10052,94;11,18;14,28;108,43
