"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"1";-0,8;25,43;-3,06;0,29;0,3;0,31;1401,27;7,02;745,95;9,97;0,73;-23,4;-31,97;6,59;103,13;8,67;0,16;NA;2,97;28,43;61,45;0,04;-1,44;0,16;0,23;0,23;0,24;1417,95;5,55;861,43;10,67;0,78;-27,44;-35,4;5,76;102,82;8,21;0,13;10591,13;1,51;22,23;52,74;2,24;-969,03;9,61;0,1;0,11;0,12;1561,15;9,14;898,99;18,96;0,8;-345,62;-432,45;7,58;100,23;8,59;0,15;12577,75;7,06;22,89;47,31
"2";-104,54;-1117,23;NA;1,17;1,2;1,2;NA;NA;NA;NA;0,91;9,69;10,69;-104,54;90,64;-115,34;NA;NA;0;NA;0;7,12;52,94;21,6;0,82;0,84;0,84;1107,96;17,64;874,26;NA;0,85;6,32;7,44;7,12;86,56;8,38;NA;NA;0;0;0;26,36;76,39;66,08;0,62;1,63;1,63;912,46;559,71;555,21;NA;0,65;1,87;2,9;26,36;65,49;40,86;NA;NA;0;0;0
"3";10,16;30,2;24,93;0,87;1,09;3,61;893,56;28,86;149,98;384,15;0,56;1,67;2,97;31,39;66,37;37,49;1,86;NA;0;52,12;265,15;0,22;0,67;0,52;0,88;0,99;3,4;877,47;15,8;163,24;398,34;0,59;1,83;3,09;21,5;67,59;18,94;1,82;5790,74;0;51,15;258,18;0,46;1,34;0,96;0,64;0,76;2,74;751,33;19,55;184,6;369,8;0,58;1,67;2,89;22,52;65,36;17,77;2,08;2545,1;0;45,53;548,83
"4";4,88;7,51;5,83;1,08;1,97;6,49;434,47;23,95;26,86;123,07;0,33;0,5;1,54;13,59;35,01;52,45;1,51;15602,21;3,11;10,4;48,44;3,21;4,49;3,81;0,57;0,75;2,38;433,34;13,1;69,94;115,01;0,26;0,37;1,4;12,18;28,48;62,06;1,34;13343,56;2,6;10,65;57,51;2,6;4,23;3,55;0,37;0,6;2,25;497,63;16,31;68,74;114,7;0,37;0,6;1,63;11,01;38,62;43,5;1,22;17244,38;12,53;11,5;55,21
"5";-1,4;-2,3;-1,94;1,07;1,65;2,28;505,24;112,34;194,68;124,81;0,39;0,64;1,64;9,85;38,96;2,74;5,51;NA;0;15,62;-84,75;23,1;39,4;29,76;1,6;1,9;2,27;470,25;56,67;191,94;72,46;0,41;0,71;1,71;32,92;41,38;62,62;9,78;3882,13;0;12,66;51,84;8,34;9,86;9,68;2,51;3,42;5,48;422,46;58,71;64,4;135,01;0,15;0,18;1,18;23,93;15,41;73,92;5,47;1574,57;0;18,08;178,1
"6";9,78;37,38;1,65;0,52;1,18;1,18;61,24;29,5;44,57;0,02;0,74;2,82;3,82;10,57;73,84;13,88;2,08;NA;0;0,13;4,74;10,25;31,4;1,85;0,31;1,02;1,04;65,9;30,78;43,68;1,19;0,67;2,06;3,06;13,12;67,37;16,24;1,12;84070;0;0,52;15,98;8,94;22,28;2,76;0,39;1,04;1,05;112,61;43,16;66,59;0,81;0,6;1,49;2,49;13,4;59,9;17,37;1,09;51850;0;1,38;24,83
"7";0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;NA;0;NA;NA
"8";-2,2;-3,15;NA;0,12;0,26;0,71;NA;NA;NA;NA;0,3;0,43;1,43;-2,2;30,07;-7,32;0,82;NA;0;NA;0;0,11;0,16;0,87;0,1;0,6;0,6;2919,62;311,27;624,09;0;0,31;0,45;1,45;0,11;31;0,35;0,79;NA;0;0;0;3,76;5,37;20,7;0,16;0,61;0,61;2005,88;188,06;234,71;0;0,3;0,43;1,43;3,76;30,07;12,49;0,8;NA;9,29;0;0
"9";7,84;8,58;4,74;1,56;7,71;8,89;220,12;92;14,97;17,88;0,09;0,1;1,1;44,59;8,68;154,6;2,36;NA;0;22,22;71,18;0,01;0,01;0,01;0,15;4,51;4,88;324,81;137,51;31,5;11,74;0,12;0,14;1,14;41,76;12,2;56,68;1,7;11596,06;0;37,15;93,11;2,06;4,26;1,79;0,04;1,28;1,5;315,09;194,44;156,28;34,25;0,52;1,06;2,06;26,16;51,53;10,5;1,96;3817,38;0;20,86;286,17
"10";8,54;15,57;54,05;0,75;1,43;1,52;2303,37;624,92;919,09;83,68;0,45;0,82;1,82;8,54;45,12;23,36;1,42;NA;0;0;0;0,98;2,51;29,08;0,18;1,18;1,35;10841,09;5962,42;5998,68;1018,93;0,59;1,52;2,56;0,98;60,98;5,93;1,61;NA;0;0;0;0,36;0,75;2,93;0,33;1,03;1,56;2990,6;960,03;1374;728,53;0,51;1,07;2,11;0,36;52,7;4,04;1,72;NA;0;0;0
"11";12,46;54,14;72,44;0;0,74;1,22;2115,95;814,81;454,5;560,38;0,71;3,07;4,34;25,71;76,98;30,04;0,8;NA;32,6;77,04;-22,69;6,46;23,31;61,6;0;0,45;0,87;3478,63;822,73;619,55;831,31;0,71;2,57;3,61;16,53;72,27;16,95;0,62;-9688,7;38,21;95,94;-84,03;1,16;4,15;5,33;0;0,6;0,84;1672,3;530,41;435,45;221,4;0,46;1,64;3,58;10,1;72,07;13,7;0,59;-10546,52;28,26;41,07;-77,78
"12";5,85;7,37;9,86;0,77;1,95;4,33;613,97;72,13;54,06;148,33;0,14;0,18;1,26;22,23;20,65;126,52;1,5;NA;1,21;27,64;104,85;2,08;2,65;3,47;0,78;1,84;3,65;609,8;71,24;67,56;124,17;0,15;0,19;1,28;17,68;21,82;109,41;1,38;11207,19;0;26,07;108,18;7,94;9,66;12,3;2,15;3,27;5,45;563,77;57,27;51,11;113,17;0,12;0,15;1,22;23,37;17,78;191,37;1,69;17353,87;0;23,89;66,36
"13";5,61;167,74;18,94;0,01;0,63;0,8;1227,87;261,61;323,18;73,18;0,8;23,89;29,88;8,78;96,65;27,66;0,69;NA;19,38;10,69;20,33;-1,22;-46,3;-1,51;0,01;0,49;0,51;450,24;155,83;307,33;7,91;0,86;32,54;37,89;2,53;97,36;21,91;0,25;25357,33;16,2;4,63;27,43;-3,9;-5087,42;-30,65;0,01;0,07;0,13;2861,26;141,51;2306,32;166,77;0,94;1232,16;1304,79;1,27;99,92;6,04;0,07;-3216,75;11,92;40,64;-200,11
"14";11,69;52,32;8,49;0,01;1,24;2,28;264,1;68,09;20,88;58,59;0,78;3,47;4,47;23,66;77,65;19,65;1,23;NA;13,25;8,68;51,15;9,62;48,67;10,75;0,01;0,79;1,05;407,92;121,02;124,38;41,07;0,8;4,06;5,06;19,82;80,24;16,9;0,85;25052,29;7,61;11,4;48,3;0,61;2,4;0,64;0,22;1,08;1,46;379,6;94,3;53,52;42,13;0,75;2,94;3,94;13,49;74,62;8,13;1,01;7330,94;14,76;13,43;165,84
"15";17,4;18,48;25,95;4,86;8,89;16,37;542,88;70,19;17,4;131,92;0,05;0,05;1,06;35,57;5,83;609,34;2,02;40072,89;0;27,1;48,21;4,11;4,66;5,06;2,94;5,14;7,62;450,12;30,64;38,28;96,38;0,11;0,12;1,13;27,86;11,78;204,94;2,62;32530,21;0;29,29;71,06;1,15;1,31;2,15;1,83;3,22;7,17;680,33;-3,91;58,34;233,69;0,12;0,13;1,14;24,9;12,48;79,58;2,36;23653,06;0;44,39;110,58
"16";9,08;19,78;21,72;0,16;0,86;1,11;871,05;262,25;279,54;97,15;0,5;1,08;2,18;21,34;54,11;36,38;1,98;NA;11,46;29,35;234,42;1,38;2,76;3,31;0;1,84;2,16;877,96;556,27;230,12;96,2;0,47;0,95;2,01;15,18;50,21;16,43;2,83;-590,95;8,35;33,2;-2299,02;-3,47;-8,24;-9,68;0,01;0,74;0,93;1016,77;371,02;397,94;99,85;0,57;1,35;2,38;10,16;57,94;4,68;1,52;-3789,46;11,09;38,06;-338,67
"17";3,91;6,51;4,35;0,21;0,71;1,69;404,57;48,21;64,26;95,83;0,31;0,51;1,66;26,93;39,89;45,06;1,12;17717;10,23;25,58;92,03;0,41;0,66;0,5;0,05;0,82;1,63;447,03;88,39;79,21;94,85;0,3;0,48;1,61;22,76;37,82;36,83;1,14;13650,5;8,8;27,37;109,1;2,68;3,91;3,02;0,37;0,7;2,05;410,84;29,57;89,65;122,93;0,24;0,35;1,46;26,51;31,51;55,16;1,28;15620,57;0;26,9;98,79
"18";6,33;20,63;12,07;0,09;0,35;0,67;693,64;124,16;472,13;149,28;0,69;2,26;3,26;16,91;69,3;26,84;0,58;NA;0;20,15;123,8;2,9;11,24;9,47;0,12;0,26;0,48;1192,47;120,9;869,04;194,29;0,74;2,88;3,88;9,27;74,22;10,65;0,41;NA;0;20,82;190,03;11,76;33,25;31,52;0,23;0,42;0,58;975,18;116,31;620,97;102,42;0,65;1,83;2,83;19,09;64,62;25,73;0,57;NA;0;19,64;72,71
"19";3,15;21;5,95;0;0,3;0,7;688,51;130,14;339,43;176,36;0,64;4,29;6,67;5,94;85,01;19,67;0,38;NA;14,25;5,27;-65,37;21,62;53,43;22,15;0,48;0,48;1,52;373,96;NA;148,29;155,71;0,4;1;2,47;24,37;59,53;82,79;1,06;48188,2;0;2,81;19,08;10,93;21,25;11,39;0,58;0,69;2,08;379,57;13,63;118,03;166,06;0,32;0,62;1,95;14,81;48,59;48,39;1,52;-3776,67;0;4,05;-286,65
"20";3,57;19,55;6,19;0,13;1,38;2,21;630,72;143,76;54,96;101,71;0,79;4,35;5,47;9,8;81,73;15,19;1,4;44812,13;68,94;10,8;36,29;-2,5;-16,58;-4,61;0;1,03;1,8;671,94;140,19;69,35;115,46;0,83;5,48;6,63;3,94;84,91;6,87;1,29;32769,55;67,96;11,86;48,37;2,55;12,92;3,84;0;1,31;2,73;547,52;93,06;39,7;108,99;0,78;3,96;5,06;9,7;80,25;14,35;1,4;45107,91;67,44;10,75;34,41
