"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"1";0,12;8,94;8,32;0,98;1,01;1,01;24942,8;907,8;24261,04;NA;0,99;72,4;73,4;1,22;98,64;0,12;NA;7952;0;75,24;79,48;0,02;0,91;0,96;0,94;1,02;1,02;17959,52;1443,89;17376,62;0;0,98;45,88;46,88;1,77;97,87;0,02;NA;6624;0;86,55;97,99;1,45;20,71;21,08;1;1,08;1,08;5276,75;363,68;4846,37;NA;0,93;13,25;14,25;6,27;92,98;1,56;NA;NA;0;69,84;71,15
"2";3,53;42,06;0,98;0,12;0,97;0,97;101,12;73,44;86,21;NA;0,92;10,92;11,92;32,48;91,61;8,15;0,67;9306,14;0;8,02;72,12;2,2;44,3;0,87;0,21;1,09;1,09;143,47;109,64;123,62;NA;0,95;19,11;20,13;18,46;95,03;5,19;2,56;6902,64;5,93;6,41;82,81;2,28;21,57;NA;0,07;1,15;1,15;154,13;126,05;116,87;NA;0,89;8,47;9,47;31,67;89,44;7,31;1,83;NA;6,92;9,16;60,65
"3";1,64;1,72;2,89;11,43;19,56;19,61;642,39;205,22;25,27;1,26;0,05;0,05;1,05;13,78;4,62;221,53;4,45;48613,4;0;21,36;49,57;1,13;1,66;2,35;1,97;2,79;2,79;760,59;194,65;239,55;0,28;0,32;0,48;1,48;8,59;32,33;15,78;6,16;49391,29;0;15,6;37,96;6,06;8,88;11,73;1,85;2,82;2,83;704,59;211,14;217,8;0,23;0,32;0,46;1,46;12,79;31,74;28,07;5,9;NA;0;9,34;26,89
"4";0,49;0,49;1,35;922,33;922,33;922,33;260,1;NA;1,08;NA;0;0;1;0,49;0,11;450;NA;NA;0;0;0;5,61;5,73;4,74;47,17;47,17;47,17;307,7;NA;6,45;NA;0,02;0,02;1,02;5,61;2,12;264,57;NA;NA;0;0;0;21,63;23,06;5,05;6,62;16,18;16,18;84,95;49,66;5,19;NA;6,18;6,59;1,07;21,63;6,18;350;NA;NA;0;0;0
"5";2,95;2,98;0,71;40,16;144,81;144,81;34,79;62,42;0,6;NA;0,01;0,01;1,01;7,68;0,69;427,91;NA;NA;0;1,13;50,87;-0,08;-1,88;-0,05;0,04;1;1;211,29;168,89;175,4;NA;0,96;21,24;22,24;36,31;95,5;1,73;1,02;NA;0;21,12;94,39;0,1;1,41;0,08;0;1,04;1,04;293,31;241,19;233,3;NA;0,93;13,55;14,55;33,58;93,13;7,86;1,18;NA;0;26,98;76,45
"6";40,83;-89,71;NA;0,06;0,1;0,1;NA;NA;NA;NA;1,46;-3,2;-2,2;40,83;145,51;33,89;-0,54;NA;0;NA;0;35,2;828,86;86,17;0,36;0,47;0,47;815,17;97,78;843,84;NA;95,75;2254,72;23,55;35,2;95,75;39,94;0,08;NA;0;0;0;19,54;85,78;68,66;0,69;0,78;0,78;1279,07;94,58;976,89;NA;77,22;339,04;4,39;19,54;77,22;28,31;0,58;NA;0;0;0
"7";-28,64;866,12;-11,84;0,02;0,31;0,32;150,86;42,69;149,68;1,41;1,03;-31,24;-30,24;5,37;103,31;-13,33;-0,05;4217,5;0;14,06;137,56;-36,48;90,82;-14,27;-0,13;0,14;0,15;142,4;48,58;179,31;1,56;1,4;-3,49;-2,49;6,75;140,17;-14,8;-0,41;2567,11;9,22;16,91;218,99;0,46;0,87;NA;-0,23;0,89;0,92;167,26;65,99;59,03;1,69;0,47;0,89;1,89;45,79;47,07;28,28;0,96;NA;5,98;15,48;54,89
"8";73,41;89,52;50,78;1,2;5,72;5,72;252,47;196,61;43,56;NA;0,17;0,21;1,22;73,41;18;419,62;NA;NA;0;0;0;18,57;21,68;15,76;2,29;7,12;7,12;308,95;207,41;42,91;NA;0,14;0,16;1,17;36,84;14,38;131,45;NA;29129;0;15,51;40,55;-1,95;-2,97;-5,81;1,36;2,92;2,92;1083,98;571,64;366,85;NA;0,34;0,52;1,52;3,03;34,32;-5,68;NA;NA;0,02;14,82;89,11
"9";-17,46;-25,74;-8,87;2,92;3,48;3,5;185,35;12,85;22,87;0,37;0,32;0,47;1,47;0,86;32,16;34,98;1,61;12756;0;9,3;53,46;-5,8;-10,58;-1,74;0,72;1,97;1,97;109,25;48,16;10,16;0,23;0,45;0,82;1,82;2,26;45,12;45,98;2,26;35765;26,44;2,42;18,76;31,56;73,67;7,5;1,33;1,53;1,54;86,47;9,85;47,65;0,14;0,57;1,33;2,33;43,81;57,16;112,58;5,36;5144;0;2,14;11,63
"10";-35,52;60,82;-33,53;NA;0;0,56;344,52;NA;506,75;288,56;1,58;-2,71;-1,71;-1,75;158,4;-21,43;-3,69;1105;0,03;31,87;290,86;4,09;-11,69;3,94;0,04;0,23;0,75;350,24;92,29;464,32;240,62;1,35;-3,86;-2,86;18,13;134,98;3,03;NA;3039;0;13,51;65,71;17,93;-18,92;1,91;0,31;0,31;0,52;38,7;0,45;73,33;15,22;1,95;-2,06;-1,06;54,57;194,77;9,21;NA;NA;0;3,9;42,66
"11";-0,38;-86,08;-10,76;0,02;0,03;0,03;10384,45;66,98;10197,21;0;1;226,65;227,65;-0,38;99,56;3,04;0;NA;0;0;0;0,69;60,15;NA;0,02;0,02;0,02;6807,06;46,15;6654,46;NA;0,99;85,54;86,54;0,69;98,84;5,04;0,01;NA;0;0;0;0,37;23,55;NA;0,01;0,02;0,02;6505,38;46,15;6332,15;NA;0,98;62,23;63,23;0,37;98,42;4,93;0,02;NA;0;0;0
"12";27,92;32,79;29,78;7,91;7,94;7,94;389,42;1,54;47,69;NA;0,15;0,17;1,17;27,92;14,88;187,66;NA;NA;0;0;0;0,45;0,48;0,51;23,43;25,12;25,12;414,5;27,47;16,25;NA;0,07;0,07;1,07;0,45;6,65;6,73;NA;NA;0;0;0;2,99;3,38;3,39;2,29;2,7;2,7;412,86;11,29;27,58;NA;11,66;13,2;1,13;2,99;11,66;165,85;1,08;NA;0;0;0
"13";0,69;1,11;2,32;0,23;0,38;0,38;1233,71;67,45;452,73;NA;0,38;0,62;1,62;8,95;38,26;11,34;0,73;8972,22;0;27,93;62,26;0,06;0,1;0,3;0,06;0,33;0,33;1889,74;196,28;734,31;NA;0,43;0,75;1,75;5,51;42,97;12,16;0,7;10334,63;2,78;28,28;43,44;-0,08;-0,14;NA;0,02;0,33;0,33;989,27;123,33;390,17;NA;0,43;0,77;1,76;5,76;43,4;11,83;0,69;NA;2,53;11,77;34,57
"14";3,49;12,05;1,58;1,22;1,22;1,22;157,22;0,61;113,01;NA;0,71;2,45;3,45;124,42;71,01;4,92;NA;8340,67;0;54,79;94,76;3,8;10,03;29,95;23,03;23,03;23,03;2871,44;NA;115,89;NA;0,62;1,64;2,64;9,43;62,15;6,11;NA;540;0;44,43;86,39;16,37;36,75;20,51;8,17;9,19;9,19;456,16;50,35;49,08;NA;0,55;1,25;2,25;68,55;55,47;29,51;NA;NA;0;65,39;71,14
"15";7,46;78,77;3,55;0,42;0,72;0,72;173,85;43,08;139,8;NA;0,91;9,56;10,56;73,42;90,53;21,95;0,39;19027,35;5,9;31,42;73,5;8,36;49,37;4,35;0,76;0,9;0,9;189,47;21,39;147,38;NA;0,83;4,9;5,9;37,25;83,06;20,17;0,71;13418,94;2,67;15,04;55,98;1,66;8,71;NA;0,59;1,03;1,03;188,22;60,17;96,78;NA;0,81;4,26;5,26;33,86;80,99;8,75;1,04;NA;27,07;11,57;49,93
"16";11,13;14,06;6,29;0,18;11,71;12,89;206,49;147,52;13,57;16,13;0,21;0,26;1,26;60,94;20,88;78,44;7,09;33480,43;0;28,18;76,12;6,61;8,27;3,05;0,22;8,08;8,98;167,9;111,85;15,31;13,97;0,2;0,25;1,25;76,27;20,08;65,77;5,27;26775,82;0;32,13;92,96;12,73;17,47;6,19;0,1;3,44;4,04;176,89;93,76;31,98;19,39;0,27;0,37;1,37;63,81;27,1;67,89;3,01;NA;0;17,93;48,69
"17";-106,14;28,43;-749,33;0,21;0,21;0,21;2576,9;0;12028,8;0;4,73;-1,27;-0,27;-106,14;473,28;-22,43;NA;NA;0;0;0;66,53;99,51;88,23;2,69;2,69;2,69;482,76;0;158,23;0;33,15;49,58;1,5;67,18;33,15;200,7;6,22;NA;0;0,85;0,95;-172,41;102,45;-50,69;0,01;0,05;0,33;107,02;12,21;283,73;77,13;268,08;-159,3;-0,59;-168,5;268,08;-63,21;-13,53;NA;0;0,9;-1,88
