"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"1";0,11;5,92;6,74;0,2;0,23;0,23;22888,04;637;22223,04;NA;0,98;54,22;55,22;1,21;98,19;0,11;0,02;7120;0;69,44;88,75;0,12;8,94;8,32;0,98;1,01;1,01;24942,8;907,8;24261,04;NA;0,99;72,4;73,4;1,22;98,64;0,12;NA;7952;0;75,24;79,48;0,02;0,91;0,96;0,94;1,02;1,02;17959,52;1443,89;17376,62;0;0,98;45,88;46,88;1,77;97,87;0,02;NA;6624;0;86,55;97,99
"2";4,45;59,38;1,74;0,06;1,13;1,13;141,96;132,17;123,75;NA;0,92;12,32;13,33;55,45;92,5;6,47;NA;8662,86;0;19,89;88,45;3,53;42,06;0,98;0,12;0,97;0,97;101,12;73,44;86,21;NA;0,92;10,92;11,92;32,48;91,61;8,15;0,67;9306,14;0;8,02;72,12;2,2;44,3;0,87;0,21;1,09;1,09;143,47;109,64;123,62;NA;0,95;19,11;20,13;18,46;95,03;5,19;2,56;6902,64;5,93;6,41;82,81
"3";0,07;0,07;0,23;37,91;46,47;46,95;1169,54;174,56;20,43;9,88;0,02;0,02;1,02;6,86;2,15;335,58;5,85;NA;0;21,8;48,33;1,64;1,72;2,89;11,43;19,56;19,61;642,39;205,22;25,27;1,26;0,05;0,05;1,05;13,78;4,62;221,53;4,45;48613,4;0;21,36;49,57;1,13;1,66;2,35;1,97;2,79;2,79;760,59;194,65;239,55;0,28;0,32;0,48;1,48;8,59;32,33;15,78;6,16;49391,29;0;15,6;37,96
"4";-121,77;138,8;-682,75;0,06;0,09;0,09;2040,9;116,79;3789,34;0;1,88;-2,14;-1,14;-121,77;187,73;-49;-1,07;NA;0;0;0;40,83;-89,71;NA;0,06;0,1;0,1;NA;NA;NA;NA;1,46;-3,2;-2,2;40,83;145,51;33,89;-0,54;NA;0;NA;0;35,2;828,86;86,17;0,36;0,47;0,47;815,17;97,78;843,84;NA;95,75;2254,72;23,55;35,2;95,75;39,94;0,08;NA;0;0;0
"5";-3,56;-17,48;-3,28;-0,05;0,08;0,08;335,4;33,39;258,08;2,1;0,78;3,82;4,91;16,22;79,64;-4,57;0,42;NA;0;18,22;106,25;-28,64;866,12;-11,84;0,02;0,31;0,32;150,86;42,69;149,68;1,41;1,03;-31,24;-30,24;5,37;103,31;-13,33;-0,05;4217,5;0;14,06;137,56;-36,48;90,82;-14,27;-0,13;0,14;0,15;142,4;48,58;179,31;1,56;1,4;-3,49;-2,49;6,75;140,17;-14,8;-0,41;2567,11;9,22;16,91;218,99
"6";-14,89;118,86;-9,22;0,27;0,72;0,72;225,24;98,11;215,09;0,21;1,13;-8,98;-7,98;-9,13;112,53;-3,02;0,11;-5305,5;0;3,57;-114,99;-17,46;-25,74;-8,87;2,92;3,48;3,5;185,35;12,85;22,87;0,37;0,32;0,47;1,47;0,86;32,16;34,98;1,61;12756;0;9,3;53,46;-5,8;-10,58;-1,74;0,72;1,97;1,97;109,25;48,16;10,16;0,23;0,45;0,82;1,82;2,26;45,12;45,98;2,26;35765;26,44;2,42;18,76
"7";-6,61;24,24;-2,99;0;0;0,65;164,38;0,02;196;128,82;1,27;-4,66;-3,66;34,4;127,29;-3,72;-1,31;5602;0;18,52;58,44;-35,52;60,82;-33,53;NA;0;0,56;344,52;NA;506,75;288,56;1,58;-2,71;-1,71;-1,75;158,4;-21,43;-3,69;1105;0,03;31,87;290,86;4,09;-11,69;3,94;0,04;0,23;0,75;350,24;92,29;464,32;240,62;1,35;-3,86;-2,86;18,13;134,98;3,03;NA;3039;0;13,51;65,71
"8";25,79;28,37;31,55;14,51;14,51;14,51;233,67;0;30,23;0;0,09;0,1;1,1;25,79;9,08;284,07;NA;NA;0;0;0;27,92;32,79;29,78;7,91;7,94;7,94;389,42;1,54;47,69;NA;0,15;0,17;1,17;27,92;14,88;187,66;NA;NA;0;0;0;0,45;0,48;0,51;23,43;25,12;25,12;414,5;27,47;16,25;NA;0,07;0,07;1,07;0,45;6,65;6,73;NA;NA;0;0;0
"9";12,06;20,01;28,16;0,45;0,77;0,77;850,16;105,38;329,15;NA;0,4;0,66;1,66;20,33;39,76;37;0,88;NA;0;19,33;94,01;0,69;1,11;2,32;0,23;0,38;0,38;1233,71;67,45;452,73;NA;0,38;0,62;1,62;8,95;38,26;11,34;0,73;8972,22;0;27,93;62,26;0,06;0,1;0,3;0,06;0,33;0,33;1889,74;196,28;734,31;NA;0,43;0,75;1,75;5,51;42,97;12,16;0,7;10334,63;2,78;28,28;43,44
"10";-19,67;-776,91;-8,35;0,2;0,54;0,54;154,51;48,09;140,71;NA;0,97;38,5;39,5;40,47;97,47;-7,11;0,08;10522,17;0;25,53;106,92;7,46;78,77;3,55;0,42;0,72;0,72;173,85;43,08;139,8;NA;0,91;9,56;10,56;73,42;90,53;21,95;0,39;19027,35;5,9;31,42;73,5;8,36;49,37;4,35;0,76;0,9;0,9;189,47;21,39;147,38;NA;0,83;4,9;5,9;37,25;83,06;20,17;0,71;13418,94;2,67;15,04;55,98
"11";14,38;17,94;7,37;0,14;13,16;13,43;186,64;147,86;12,03;3,31;0,2;0,25;1,25;51,3;19,82;94,49;7,52;NA;0;18,93;73,12;11,13;14,06;6,29;0,18;11,71;12,89;206,49;147,52;13,57;16,13;0,21;0,26;1,26;60,94;20,88;78,44;7,09;33480,43;0;28,18;76,12;6,61;8,27;3,05;0,22;8,08;8,98;167,9;111,85;15,31;13,97;0,2;0,25;1,25;76,27;20,08;65,77;5,27;26775,82;0;32,13;92,96
"12";-67,89;12,45;-298,54;0,05;0,07;0,13;1600,66;271,62;10215,66;596,53;6,45;-1,18;-0,18;-67,89;645,31;-1,88;NA;NA;0;0;0;-106,14;28,43;-749,33;0,21;0,21;0,21;2576,9;0;12028,8;0;4,73;-1,27;-0,27;-106,14;473,28;-22,43;NA;NA;0;0;0;66,53;99,51;88,23;2,69;2,69;2,69;482,76;0;158,23;0;33,15;49,58;1,5;67,18;33,15;200,7;6,22;NA;0;0,85;0,95
"13";15,62;23,66;13,89;3,05;3,05;3,05;323,84;NA;105,14;NA;0,34;0,52;1,52;64,55;34;45,93;NA;NA;0;43,53;71,1;-617,27;856,28;NA;0,62;0,62;0,62;NA;NA;NA;NA;1,72;-2,39;-1,39;-173,09;172,09;-358,69;NA;-1661;0;NA;-319,02;90,43;112,24;48,29;5,12;5,6;5,6;194,4;16,44;34,32;NA;0,19;0,24;1,24;132,26;19,43;465,37;NA;12672;0;22,34;28,8
"14";11,85;18,92;4,51;2,42;3,05;3,78;138,65;18,65;29,7;21,92;0,37;0,6;1,6;14,41;37,36;36;4,3;NA;15,7;0,97;11,13;10,54;16,28;5,11;2,43;3,18;3,49;177;32,29;42,98;13,71;0,35;0,54;1,54;13,25;35,27;29,88;5,37;14073,33;10,65;1,31;15,18;11,37;18,36;6,2;7,05;10,03;10,76;198,6;46,45;16,25;12,03;0,38;0,62;1,62;15,66;38,1;29,84;8,37;34738,5;29,82;2,34;18,72
